Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.124133333333333,0.0541666666666667,0.1925
3,0.218329236302418,0.150245769382133,0.287952249770432
4,0.346522444444444,0.138333333333333,0.614888888888889
5,0.150453576530612,0.0743622448979591,0.231744897959184
6,0.376079640873016,0.201244189342404,0.597744189342405
7,0.109886338792618,0.0610266272189349,0.165788711021884
8,0.339193733418367,0.217410076530612,0.485558035714286
9,0.299438609599395,0.174166666666667,0.442844954648526
10,0.449611985827664,0.243378684807256,0.669513888888889
11,NaN,0.236422902494331,0.868158304988662
12,0.175740337159864,0.0678333333333333,0.285646258503401
13,0.130361326977616,0.0855871084583207,0.192266414626853
14,0.308506967957638,0.222166454081633,0.400616723824516
15,0.351602079540999,0.244391612660843,0.446725323923126
16,0.348969389455782,0.225430697278912,0.458946570294785
17,0.511124153286628,0.321726574131336,0.725795784842862
18,0.399566156940462,0.242795918367347,0.55914643067971
19,0.352013458900227,0.166167091836735,0.55766369047619
20,0.19203669429573,0.139305000549225,0.249114768187976
21,0.271881172820878,0.140839839333346,0.403334198603189
22,0.227517057540694,0.162660048576133,0.290862789169982
23,0.293541572634451,0.206201181281164,0.384719331227483
24,0.307950270477687,0.179437627810905,0.429689394783503
25,0.315470506237703,0.171078211511112,0.451698533775382
26,0.399524305455706,0.312976064499874,0.478474341643298
27,0.403490616149056,0.316971928453092,0.495651552708229
28,0.266287028909023,0.196068130407004,0.325460617798517
29,0.565920888933126,0.458151314467612,0.68198895092312
30,0.467073747295229,0.322937704267565,0.596493440458582
31,0.342875029415494,0.281587820851899,0.406464373367858
32,0.373559651138754,0.297935218721882,0.445306551365061
33,0.349943243563781,0.276017872424008,0.419147823134277
34,0.462103514210016,0.344112372702736,0.619949140922419
35,0.486182886113906,0.4084182643399,0.548813487952563
36,0.554973411994184,0.420689084889368,0.709369923961582
37,0.390794486753675,0.290206789142672,0.494517399166457
38,0.590790444428307,0.433838418976406,0.762717179005059
39,0.466283898332162,0.352767391394718,0.581262637304588
40,0.501587913970136,0.283226846701394,0.761321092733139
41,0.41480120024057,0.271769375743501,0.585974984780229
42,0.316402428356964,0.175009448223734,0.470520622464672
43,0.613134533446712,0.343170068027211,0.927854308390023
44,NaN,0.356985756802721,0.887076176303855
45,0.39822557738798,0.259274376417233,0.54785408819175
46,0.312406044018645,0.219995803413958,0.403552129314689
47,0.522907249975154,0.339749886882858,0.739075491307634
48,0.747301517857143,0.473488095238095,1.05494642857143
49,0.336155401627593,0.16172520661157,0.525287147917018
50,0.391428525594217,0.215557681405896,0.569867337516724
51,0.317047406462585,0.147257653061224,0.539498299319728
52,0.246413800906795,0.146878472222222,0.346693296602387
53,0.255803734057846,0.165708904792467,0.35685262345679
54,0.305884258445889,0.174924796001719,0.464624847261648
55,0.343453945284113,0.210476433839529,0.472674734877116
56,0.42363239722473,0.114363883010667,0.853015039754356
57,0.21670804665132,0.145547524565382,0.297502805836139
58,0.424657209889517,0.333439501108239,0.527712004930204
59,0.447026718490497,0.331480909615308,0.548283685985121
60,0.36272063807966,0.244292469264047,0.485217635646133
61,0.355775800155072,0.259934813466965,0.471315414046399
62,0.413532593182664,0.264944512124988,0.558992201839074
63,0.400262108154888,0.249234606605144,0.561686460858853
64,0.31089688261999,0.229143795163255,0.400372144795539
65,0.158434958575656,0.0878391108050199,0.226587567595143
66,0.528146276453074,0.392095379818594,0.676320062288001
67,0.457984983146731,0.309552093175233,0.643451058201058
68,0.256826801406511,0.140270221162454,0.405700575461002
69,0.224770010782383,0.124924405431398,0.324089584588461
70,0.370603209121336,0.253622409611993,0.50057531028175
71,0.312021655073864,0.120323142669297,0.506018154007164
72,NaN,0.221708238851096,0.862052910052909
73,NaN,0.31725,0.608138888888889
74,NaN,0.5516875,0.886064566115703
75,NaN,0.395723481985387,0.395723481985387
76,NaN,NaN,NaN
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,NaN,NaN,NaN
80,NaN,NaN,NaN
81,NaN,NaN,NaN
82,NaN,NaN,NaN
83,NaN,NaN,NaN
84,NaN,NaN,NaN
85,NaN,NaN,NaN
