Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,1.0165,0.65,1.4
3,1.4537,0.95,1.95
4,1.1748,0.7,1.7
5,0.3545,0.15,0.55
6,1.0248,0.5,1.6
7,1.182,0.55,1.9
8,1.2159,0.65,1.9
9,0.7021,0.3,1.15
10,0.8039,0.35,1.45
11,0.7491,0.4,1.15
12,0.4089,0.15,0.75
13,1.4107,0.85,2.05
14,0.8045,0.55,1.1
15,0.8069,0.4,1.25
16,1.2007,0.7,1.75
17,1.796,0.75,3.1
18,0.8043,0.25,1.45
19,1.4316,0.45,2.6
20,1.1476,0.45,1.9
21,1.3195,0.5,2.3
22,2.5001,1.1,4.15
23,2.0804,1.45,2.85
24,2.2369,1.2,3.55
25,2.4711,1.25,4.15
26,2.4998,1.2,4
27,3.0585,1.55,4.75
28,1.7248,0.7,3.05
29,2.3338,1.15,3.65
30,2.4744,1.65,3.45
31,2.5389,1.5,3.5
32,2.3882,1.45,3.25
33,3.124,2.15,4.05
34,4.2723,3.15,5.4
35,3.1595,2.35,4
36,3.3838,2.45,4.5
37,3.1204,1.95,4.25
38,2.7802,1.9,3.8
39,4.1454,2.15,6.1
40,2.3405,1.3,3.45
41,2.0314,1.1,3.05
42,2.2386,1,3.8
43,0.9341,0.4,1.55
44,2.0311,1.15,3.05
45,1.0801,0.65,1.65
46,1.7937,0.85,2.85
47,2.6293,1.45,4.05
48,1.5116,0.9,2.2
49,0.9949,0.55,1.7
50,1.2816,0.35,2.6
51,1.1848,0.6,2.1
52,0.8628,0.35,1.45
53,1.0849,0.55,1.75
54,1.1309,0.55,1.9
55,1.546,0.9,2.35
56,0.8175,0.4,1.25
57,0.2041,0.05,0.4
58,1.204,0.75,1.65
59,1.3508,0.8,1.95
60,1.3973,0.75,2.1
61,0.5214,0.2,0.95
62,0.7457,0.35,1.15
63,1.5179,0.85,2.2
64,1.1486,0.7,1.7
65,1.245,0.75,1.75
66,1.2263,0.6,1.95
67,1.3427,0.7,2.05
68,1.335,0.85,2.1
69,1.8374,1.05,2.75
70,2.0823,1.35,2.9
71,1.9442,1.3,2.55
72,1.2746,0.7,1.9
73,1.6211,0.85,2.5
74,0.9552,0.4,1.6
75,1.5522,0.65,2.55
76,1.4429,0.9,2
77,1.676,0.95,2.45
78,1.1277,0.5,1.85
79,1.1331,0.6,1.9
80,1.23,0.5,2.2
81,0.8654,0.35,1.5
82,1.3642,0.65,2.2
83,0.9823,0.1,2.2
84,1.233,0.3,2.4
85,0.8626,0.2,1.75
