Week,Mean,LowerBound,UpperBound
0,0,0,0
1,23.5909,20.95,26.3
2,21.6998,20.2,23.15
3,20.028,18.05,21.75
4,21.8463,19.2,24.45
5,20.9185,18.35,23.35
6,20.1192,18.4,22.25
7,20.661,19.2,22.3
8,20.3819,18.7,22.15
9,20.8343,19.1,22.45
10,21.8874,19.5,24.25
11,21.9637,20.1,23.85
12,17.6866,16.2,19.4
13,19.629,17.45,21.9
14,19.9168,18.8,20.95
15,21.3894,19.9,22.8
16,17.9561,16.55,19.45
17,19.9641,17.8,22.15
18,18.7377,17.6,19.9
19,20.6782,18.8,22.45
20,23.9223,21.8,26.3
21,20.9524,19.65,22.25
22,20.9271,19.75,22.2
23,19.3912,17.3,22.05
24,19.9512,17.65,22.25
25,19.0369,17.05,21.05
26,18.0563,15.9,20.1
27,20.6838,18.6,22.75
28,22.3322,20.45,24.1
29,19.9745,17.85,22.35
30,18.8611,17.3,20.4
31,20.1588,18.55,21.75
32,19.1607,17.45,21.05
33,21.5371,18.65,24.45
34,19.4431,17.6,21.1
35,21.0816,19.4,22.85
36,21.0822,19.05,22.95
37,20.77,17.8,23.4
38,20.7018,19.25,22.1
39,19.3379,17.7,21.05
40,18.0515,16.1,20.35
41,17.0089,15.6,18.3
42,18.3866,15.95,21.2
43,19.3613,17.95,21.1
44,21.1904,18.9,23.3
45,19.2279,17.35,21.2
46,18.2168,16.9,19.55
47,20.1341,17.8,22.25
48,17.9023,16.8,19.15
49,16.8624,14.95,18.85
50,19.04,17.9,20.4
51,20.0324,18.45,21.65
52,19.7311,18.05,21.7
53,20.5524,19.05,22
54,17.8115,15.85,19.95
55,18.9154,16.9,20.9
56,18.2927,17.05,19.55
57,20.9147,18.8,22.8
58,18.8514,17.35,20.55
59,21.983,20.45,23.35
60,19.5329,17.7,21.25
61,20.659,19.2,22.15
62,20.7254,18.95,22.2
63,19.9699,18.45,21.45
64,22.5306,20.5,24.35
65,19.1706,17.95,20.65
66,22.9347,21.05,24.7
67,19.4781,17.25,21.8
68,19.0933,17.8,20.65
69,19.7491,18.4,21.25
70,19.7789,18.3,21.4
71,20.2781,19.05,21.65
72,19.5892,17.9,21.35
73,17.5066,15.85,19.4
74,21.7469,19.7,23.45
75,18.6852,17.45,19.8
76,18.7482,17.3,20.3
77,19.9915,17.85,22.45
78,19.6957,17.65,21.9
79,17.3033,16.1,18.6
80,20.1916,18.6,21.9
81,20.4837,18.6,22.2
82,19.1917,17.85,20.75
83,19.452,17.55,21.4
84,20.5339,19,22.25
85,20.9575,18.95,23.25
