Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.6026,1.25,1.9
2,2.1617,1.8,2.45
3,2.8148,2.15,3.45
4,3.2675,2.45,4.1
5,3.6741,2.7,4.7
6,4.178,3,5.5
7,4.4328,3.2,5.8
8,5.7015,3.85,7.6
9,6.2056,4.15,8.4
10,6.975,4.5,9.65
11,7.3326,4.6,10.2
12,7.6315,4.75,10.65
13,7.8732,4.95,11
14,8.2187,5.2,11.3
15,8.3748,5.3,11.5
16,8.4264,5.35,11.5
17,8.7686,5.65,11.85
18,8.9115,5.85,11.95
19,9.0573,5.9,12.25
20,9.0573,5.9,12.25
21,9.3102,6.05,12.5
22,9.6634,6.45,12.8
23,10.1095,6.95,13.3
24,10.5578,7.35,14
25,11.1964,8.1,14.55
26,11.5923,8.45,15.05
27,12.2404,9.15,15.8
28,12.9297,9.85,16.25
29,14.2235,11.25,17.4
30,15.2239,12.15,18.3
31,16.2268,13.15,19.55
32,17.5446,14.25,21.1
33,18.8647,15.75,22.5
34,20.3289,17.35,23.85
35,21.2458,18.2,24.6
36,22.1868,19,25.65
37,22.8253,19.7,26.4
38,23.3224,19.95,27
39,23.7726,20.3,27.6
40,24.4184,20.8,28.55
41,24.7176,21.15,28.75
42,25.0121,21.35,29.2
43,25.1577,21.45,29.3
44,25.2073,21.5,29.4
45,25.3548,21.6,29.65
46,25.7495,21.95,30.25
47,26.1508,22.25,30.6
48,26.3972,22.45,30.9
49,26.5479,22.6,31.1
50,26.8928,22.95,31.45
51,26.9979,23,31.65
52,27.2509,23.35,31.75
53,27.6124,23.5,32.25
54,28.1102,24.05,32.7
55,28.615,24.55,33.2
56,28.8659,24.7,33.6
57,29.0678,24.95,33.65
58,29.3336,25.3,33.75
59,29.7812,25.8,34.05
60,30.3245,26.1,34.65
61,30.6251,26.45,34.95
62,30.9915,26.7,35.3
63,31.65,27.2,36.35
64,32.2446,27.6,37.2
65,33.0415,28.4,38
66,33.4414,28.8,38.5
67,33.9068,29.25,39.05
68,34.3984,29.75,39.35
69,34.9988,30.35,40.05
70,35.4123,30.65,40.4
71,36.004,31.4,40.95
72,36.5045,31.9,41.7
73,36.9085,32.25,42.4
74,37.1491,32.4,42.75
75,37.2485,32.5,42.95
76,37.2974,32.5,43
77,37.4954,32.65,43.35
78,37.5451,32.7,43.45
79,37.6445,32.75,43.5
80,37.6445,32.75,43.5
81,37.6445,32.75,43.5
82,37.6445,32.75,43.5
83,37.6445,32.75,43.5
84,37.6445,32.75,43.5
85,37.6445,32.75,43.5
