Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.7484,1.55,1.95
2,0.4533,0.25,0.65
3,0.0949,0,0.25
4,0.6431,0.4,0.9
5,0.3489,0.15,0.6
6,0.7634,0.4,1.2
7,0.5553,0.35,0.75
8,0.2407,0.05,0.5
9,1.1316,0.75,1.55
10,0.6047,0.35,0.9
11,0,0,0
12,0.1049,0,0.25
13,0.6386,0.3,1
14,1.0548,0.8,1.35
15,0.4971,0.3,0.7
16,0.5485,0.35,0.75
17,0.5008,0.25,0.75
18,0.3423,0.15,0.6
19,0.0502999999999999,0,0.2
20,0.1937,0.05,0.4
21,0.7956,0.55,1
22,1.2926,0.9,1.65
23,0.6926,0.45,0.95
24,0.8506,0.6,1.1
25,0.9569,0.6,1.4
26,1.0472,0.55,1.6
27,1.2383,0.8,1.75
28,1.8772,1.3,2.5
29,1.0048,0.7,1.3
30,0.2508,0.05,0.45
31,0.8095,0.45,1.2
32,1.3414,1.05,1.65
33,1.7268,1.1,2.4
34,1.783,1.25,2.35
35,0.7145,0.3,1.1
36,1.8758,1.2,2.65
37,0.3508,0.15,0.6
38,0.903,0.55,1.25
39,0.2613,0.1,0.45
40,0.8373,0.5,1.2
41,0.4457,0.2,0.75
42,0.6006,0.3,0.95
43,0.355,0.1,0.65
44,0.2564,0.1,0.45
45,0.2054,0.05,0.4
46,0.4004,0.15,0.65
47,0.5539,0.25,0.9
48,0.1522,0,0.35
49,0,0,0
50,0,0,0
51,0.5497,0.3,0.75
52,0.445,0.25,0.7
53,0.4898,0.3,0.7
54,0.6562,0.45,0.85
55,0.9883,0.7,1.3
56,0.3594,0.15,0.6
57,0.3087,0.1,0.5
58,1.379,0.9,1.85
59,0.5154,0.25,0.8
60,0.3658,0.05,0.85
61,0.5043,0.25,0.75
62,1.102,0.95,1.3
63,0.2519,0.05,0.5
64,0.6068,0.35,0.85
65,0.3482,0.1,0.65
66,0.504,0.25,0.8
67,0.2464,0.05,0.5
68,0.7003,0.4,1
69,0.5487,0.3,0.85
70,0.7473,0.4,1.1
71,0.2482,0,0.55
72,0.5935,0.25,1
73,0.3499,0.15,0.55
74,0.4437,0.25,0.65
75,0,0,0
76,0,0,0
77,0.047,0,0.15
78,0.047,0,0.15
79,0,0,0
80,0.103,0,0.25
81,0,0,0
82,0.103,0,0.25
83,0,0,0
84,0,0,0
85,0.103,0,0.25
