Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,1.4,0.23,0,0,0.4,0,0.25,0.95,0.45,0,0.35,0.1,0.65,0.15,0.15,185.95,177.35,363.3,38.65,0,1.65,1.65,0.65,0,0.65,0,0,0.65,0,1.65,0,0,1,0.65,0,0,26.45,71.85,87.65,56.8,41.75,37.65,28.75,21,18.55,82.3,76.5,44.15,37.5,39.35,29.45,26.9,45,154.15,164.15,100.95,79.25,77,58.2,47.9,1,2.85,0,0.7,65.9,0.35,263336.1,260555.9,0.4,4.15,2775.65,3,0,3,19567.75,45689.6,19397.6,0,0,170.15,45440.05,0.25,0.9,248.4,0,0,19567.75,0,0,45689.6,4337.6,10193.3,1.35,0.5,50325.9,0.55
2,80,1.05,0.27,0.27,0,0.6,0,0.2,0.8,0.25,0,0.5,0.05,0.15,0.15,0.2,182.25,183.5,365.75,38.2,0.05,1.15,1.2,0.6,0.45,0.15,0,0,0.6,0.85,0.35,0,0.1,0.1,0.85,0,0.15,19.9,78.6,83.75,52.45,40.2,37.15,32.4,20.05,21.2,78.35,83.95,48.6,39.35,41.15,28.15,26.25,41.1,156.95,167.7,101.05,79.55,78.3,60.55,46.3,1.2,2.2,0,0.45,68.6,0.35,263347.5,260566.75,0.25,3.15,2777.35,2,0,2,19561.85,45865.75,19391.65,0,0.05,170.15,45616,0.1,0.8,248.85,0,0,19561.85,0,0,45865.75,4333.5,10242.95,0.95,0.45,50342.35,0.2
3,80,1,0.21,0.24,0,0.85,0,0.1,0.95,0.05,0,0.7,0.1,0,0,0.2,193,168.2,361.2,41.35,0,0.95,0.95,0.4,0.3,0.1,0,0.4,0,0.5,0.45,0,0.7,0.05,0,0.15,0.05,21.95,85.85,85.2,50.05,45.15,44.15,31.55,22.1,20.65,74.8,72.75,43.15,40,29.65,32.85,22.55,42.6,160.65,157.95,93.2,85.15,73.8,64.4,44.65,0.95,1.85,0,0.9,67,0.2,263360.5,260578.05,0.3,3.25,2778.9,2.15,0,2.15,19583.85,46023.4,19413.6,0,0.05,170.2,45773.6,0,0.95,248.85,0,0,19583.85,0,0,46023.4,4342.1,10280.65,1.3,0.35,50361.45,0.25
4,80,1.15,0.23,0.4,0,0.7,0,0.1,0.55,0.6,0,0.5,0.45,0,0.1,0.1,195.35,172.15,367.5,43.05,0.25,0.95,1.2,0.85,0.75,0.1,0,0.85,0,1.1,0.1,0,0.65,0.2,0.1,0.15,0.1,23,83.75,88.6,56.7,45.55,37.7,32.65,22.75,22.75,82.95,66.45,45.6,41.55,36.6,28.75,19.65,45.75,166.7,155.05,102.3,87.1,74.3,61.4,42.4,0.6,1.45,0.25,0.25,66.95,0.4,263373.55,260590.95,0.6,2.4,2779.6,1.8,0,1.8,19602.6,46188.05,19432.25,0,0.05,170.3,45938.4,0.1,0.45,249.1,0,0,19602.6,0,0,46188.05,4353.8,10317.05,0.75,0.7,50380.5,0.4
5,80,1.9,0.32,0.39,0,1.4,0.05,0.25,1.9,0,0,0.25,0.35,0.75,0.3,0.25,190.9,62.7,253.6,39.4,0.25,0.5,0.75,0.5,0.25,0.25,0,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0,0,22.1,81.85,86.95,54.5,47.3,32.95,32.6,23.55,9.85,25.6,27.25,17.85,14.9,13.8,9.7,6.45,31.95,107.45,114.2,72.35,62.2,46.75,42.3,30,1.5,1.9,0.25,0.65,64.95,0.5,263388.6,260602.45,0.75,4,2781.4,2.4,0,2.4,19727.75,46241.75,19557.1,0.05,0.1,170.5,45991.4,0.1,0.45,249.8,0,0,19727.75,0,0,46241.75,4381.85,10334.2,0.75,0.9,50400,0.7
6,80,0.4,0.15,0.2,0,0.1,0,0.05,0.35,0.05,0,0.05,0.05,0.3,0,0,175.6,65.85,241.45,38.65,0.3,1.5,1.8,1.4,1.4,0,0,0.9,0.5,1.75,0.05,0,0.55,0.4,0.25,0.35,0.25,20.35,73.4,81.85,50.1,44.25,34.45,26.8,20,7.85,27.15,30.85,18.15,14.25,13,12.05,8.4,28.2,100.55,112.7,68.25,58.5,47.45,38.85,28.4,1.05,1.85,0,0.4,64.55,0.15,263404.05,260618.15,0.1,3.2,2782.6,2.45,0,2.45,19834.5,46298.35,19663.55,0,0.45,170.5,46047.95,0.05,0.4,249.95,0,0,19834.5,0,0,46298.35,4409.05,10350.9,0.7,0.6,50419.15,1.45
7,80,1.3,0.25,0.3,0,0.35,0.2,0.3,1.2,0.1,0,0.3,0.45,0.25,0.3,0,195.2,65.25,260.45,40.8,0,0.35,0.35,0.15,0.15,0,0,0,0.15,0.35,0,0,0,0.1,0.1,0.05,0.1,21.45,83.35,90.4,52.4,49.4,37.9,31.4,24.1,7.4,29.35,28.5,15.95,14.95,16.1,9.8,8.45,28.85,112.7,118.9,68.35,64.35,54,41.2,32.55,0.6,1.3,0,1,65.1,0.8,263418.95,260629.9,0.8,4.5,2783.75,3.5,0,3.5,19960.85,46356.15,19789.45,0.15,0.65,170.6,46105.25,0.25,0.45,250.2,0,0,19960.85,0,0,46356.15,4437.2,10369.2,1.25,0.95,50437.5,1.65
8,80,1.05,0.18,0.26,0,0.5,0.1,0.4,1,0.05,0,0.5,0.15,0.4,0,0,193.3,68.05,261.35,45.55,0,0.9,0.9,0.1,0.1,0,0,0,0.1,0.9,0,0,0,0.1,0.5,0.3,0,23.9,82.2,87.2,49.45,49,41.2,32.65,21,8.5,29.3,30.25,18.2,17,12.3,10.85,9.7,32.4,111.5,117.45,67.65,66,53.5,43.5,30.7,0.95,2.3,0,0.45,70.9,0.2,263428.05,260637,0.9,4.15,2786,3.15,0,3.15,20082.1,46414.85,19910.7,0.15,0.45,170.8,46163.2,0.65,0.6,250.4,0,0,20082.1,0,0,46414.85,4468.25,10390.9,1.05,0.6,50453.55,0.95
9,80,0.4,0.1,0.18,0,0.15,0,0,0.4,0,0,0,0.35,0.05,0,0,181.45,65,246.45,35.6,0,0.8,0.8,0.45,0.4,0.05,0,0.2,0.25,0.75,0.05,0,0.15,0.15,0.5,0,0,21.4,78.55,81.5,51.2,42.15,35.65,29.75,22.7,8.8,27.05,29.15,17.95,16.8,11.7,11.2,7.35,30.2,105.6,110.65,69.15,58.95,47.35,40.95,30.05,0.95,1.2,0,1.3,65.6,0.5,263442.45,260651.45,0.35,3.9,2786.75,2.75,0,2.75,20195,46470.55,20023.9,0,0.55,170.55,46218.6,0.3,0.75,250.9,0,0,20195,0,0,46470.55,4491.5,10408.65,2,1.1,50470.85,1.1
