Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.9956,0.6,1.5
2,1.1968,0.65,1.75
3,0.843,0.3,1.5
4,1.4895,0.75,2.25
5,1.1612,0.8,1.55
6,1.9725,1.3,2.7
7,2.3192,1.35,3.55
8,2.6361,1.9,3.45
9,1.8529,1.15,2.6
10,1.9052,0.95,3.05
11,1.7141,1.1,2.45
12,2.3052,1.3,3.5
13,1.783,0.75,2.95
14,2.1054,1.25,3
15,2.34,1.25,3.55
16,2.273,1.65,3.05
17,2.761,1.55,4.15
18,2.8232,1.5,4.4
19,2.1208,1,3.55
20,3.0603,1.95,4.1
21,3.4526,2.25,4.7
22,3.3896,2.3,4.45
23,4.1126,2.85,5.6
24,3.3447,2.1,4.45
25,3.5414,2.45,4.75
26,3.5984,2.4,4.85
27,5.0318,3.2,6.85
28,3.872,2.75,4.95
29,3.4977,1.95,5.1
30,3.8312,2.4,5.05
31,4.3009,2.55,6.05
32,5.5258,3.4,7.5
33,5.5931,3.35,7.75
34,4.0893,2.4,5.8
35,3.5921,2.55,4.8
36,3.6031,2.35,4.95
37,3.5378,2.6,4.35
38,2.5447,1.9,3.25
39,1.7239,0.95,2.55
40,2.3961,1.45,3.4
41,1.7955,1.15,2.45
42,2.0995,1.2,3.1
43,1.5397,0.95,2.2
44,2.186,1.15,3.35
45,1.7196,0.75,2.75
46,2.6951,2,3.5
47,1.4409,0.95,1.95
48,1.9645,1.15,2.8
49,1.5904,0.85,2.6
50,1.2458,0.75,1.75
51,1.9449,0.85,3.2
52,2.9636,1.85,4.4
53,2.8282,1.65,4.15
54,3.0162,2.1,3.9
55,2.9253,1.95,4.1
56,1.9918,1.25,2.7
57,3.2509,2.05,4.45
58,1.9132,1.2,2.85
59,3.1752,2.15,4.2
60,1.7252,0.85,2.8
61,2.6083,1.4,3.95
62,2.6067,1.55,3.75
63,3.0055,1.6,4.65
64,3.7871,1.8,6.1
65,2.97,1.7,4.45
66,3.9731,1.85,6.5
67,3.4899,1.4,5.85
68,3.8564,1.7,6.4
69,3.042,1.9,4.4
70,3.786,2.5,5.15
71,3.4902,2.2,5
72,3.0101,1.8,4.35
73,2.4149,1.65,3.3
74,3.235,1.85,4.85
75,1.9777,1.3,2.75
76,1.7241,1.05,2.5
77,1.7331,1,2.65
78,2.4948,1.35,3.9
79,2.0566,1.05,3.3
80,1.6667,0.85,2.7
81,1.6862,0.85,2.7
82,1.4927,0.85,2.2
83,0.6607,0.3,1.1
84,0.6918,0.3,1.1
85,0.9629,0.45,1.55
