Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,1.1,0.18,0,0,0.3,0.1,0.45,1.1,0,0,0.05,0.65,0.25,0.15,0,92.15,173.7,265.85,19.05,0,2.05,2.05,0.75,0,0.75,0,0,0.75,0,1.9,0.15,0,0.8,0.75,0.35,0.15,9.1,41.25,41.8,24.15,24.7,17.75,15.2,10.35,16.4,79.2,78.1,43.2,35,40,29.45,26.05,25.5,120.45,119.9,67.35,59.7,57.75,44.65,36.4,0.5,3,0,0.8,64.85,0,263337.15,260557.3,0.6,3.5,2775.75,2.5,0,2.5,19477.9,45684.9,19307.6,0.1,0.1,170.1,45435.45,0.3,0.55,248.6,0,0,19477.9,0,0,45684.9,4319.1,10191.7,1.45,0.3,50324.4,0.5
2,80,1.2,0.31,0.31,0,0.45,0.2,0.35,0.8,0.4,0,0.35,0.35,0.15,0,0.35,94.7,187.4,282.1,19.3,0,0.85,0.85,0.45,0.2,0.25,0,0.1,0.35,0.45,0.25,0.15,0.15,0.35,0.3,0.05,0,11.95,40,42.75,25.85,22.15,19.8,15.75,11.15,25.4,76.45,85.55,52.85,40.3,41.55,27.85,24.85,37.35,116.45,128.3,78.7,62.45,61.35,43.6,36,1.45,1.8,0,0.25,67.2,0,263349.95,260569.15,0.35,3.15,2777.3,1.6,0,1.6,19381.4,45863,19210.9,0.1,0.25,170.15,45613.2,0,0.8,249,0,0,19381.4,0,0,45863,4297.65,10239.15,0.5,0.1,50343.35,0.4
3,80,1.55,0.36,0.45,0,0.9,0,0.3,1.1,0.45,0,0.45,0.3,0.25,0.3,0.25,96.15,161.8,257.95,20.25,0.1,1.65,1.75,0.6,0.6,0,0,0.3,0.3,1.35,0.1,0.3,0.3,0.4,0.6,0.15,0.3,11.65,40.7,43.8,26.7,23.8,16.5,16.55,12.6,22.2,68.95,70.65,39.4,41,28.25,31.55,21.6,33.85,109.65,114.45,66.1,64.8,44.75,48.1,34.2,1.25,1.8,0,0.75,69,0,263360.95,260578,0.65,3.6,2778.7,1.95,0,1.95,19313.25,46017.15,19142.75,0.1,0.25,170.15,45766.85,0.1,0.95,249.25,0,0,19313.25,0,0,46017.15,4284.35,10278.3,0.9,0.1,50360.95,0.4
4,80,1.75,NaN,NaN,0,0.95,0.25,0.4,1.6,0.15,0,0.25,0.8,0.05,0.35,0.3,97.35,177.5,274.85,20.55,0.1,1.3,1.4,0.6,0.4,0.2,0,0.3,0.3,0.7,0.6,0.1,0.4,0.4,0.25,0.2,0.15,9.55,43.55,44.25,26.85,21.1,20.15,17,12.25,23.4,81.55,72.55,44.9,45.6,37.9,29.15,19.95,32.95,125.1,116.8,71.75,66.7,58.05,46.15,32.2,1.6,1.25,0,0.3,63.25,0,263377.7,260593.1,0.8,3.95,2779.85,2.15,0.1,2.05,19230.7,46187.5,19059.85,0.2,0.45,170.2,45936.8,0,1.2,249.5,0,0,19230.7,0,0,46187.5,4269.45,10319.3,0.5,0,50380.35,0.8
5,80,2.1,0.35,0.36,0,1.4,0.4,0.35,1.65,0.45,0,0.8,0.85,0.35,0.05,0.05,93.35,31.3,124.65,19.95,0.05,3.7,3.75,0.75,0.6,0.1,0.05,0.45,0.3,1.45,1.05,1.25,1,0.8,0.35,0.85,0.75,11.4,41.2,40.75,25.3,23,19.3,14.65,11.1,3.5,13,14.8,7.95,8.75,5.65,5.7,3.25,14.9,54.2,55.55,33.25,31.75,24.95,20.35,14.35,2.1,2.15,0,1.15,65.85,0,263391.85,260603.35,0.8,5.9,2781.8,3.75,0.1,3.65,19289.35,46211.45,19117.7,0.2,0.7,170.75,45960.25,0.05,1.35,249.8,0,0,19289.35,0,0,46211.45,4285.5,10329.35,1.3,0,50399.65,1
6,80,2.95,0.39,0.66,0,1.45,0.2,0.5,2.7,0.25,0,0.55,1.5,0.05,0.3,0.55,91.1,32.8,123.9,17.65,0.05,1.9,1.95,1.5,1.25,0.25,0,1.25,0.25,1.5,0.45,0,0.85,0.75,0.25,0.05,0.05,10.35,40.5,40.25,23.5,22.4,16.3,15.5,13.4,4.45,12.35,16,9.5,7.3,6.8,5.35,3.85,14.8,52.85,56.25,33,29.7,23.1,20.85,17.25,2.95,2.5,0,1.25,63.95,0,263407.9,260616.6,0.8,6.35,2784.15,3.25,0.05,3.2,19344.25,46235.95,19172.4,0.05,0.85,170.95,45984.25,0.1,1.2,250.4,0,0,19344.25,0,0,46235.95,4298.95,10340.15,1.65,0,50418.75,1.5
7,80,3.35,0.32,0.48,0,2,0,0.85,3.2,0.15,0,1.2,1.55,0.4,0.1,0.1,90.6,36.05,126.65,20.65,0.05,4.1,4.15,1.7,1.3,0.4,0,1.3,0.4,2.45,1.45,0.25,1,1.5,0.35,0.6,0.7,10.4,38.4,41.8,27,20.3,16.85,15.4,11.05,4.25,13.75,18.05,10.8,8.35,6.2,4.95,5.75,14.65,52.15,59.85,37.8,28.65,23.05,20.35,16.8,2.9,3.4,0.05,1.1,68.9,0,263419,260622.95,1.2,7.85,2787,4.3,0,4.3,19393.85,46263.3,19221.85,0,0.75,171.25,46010.6,0.4,1.15,251.15,0,0,19393.85,0,0,46263.3,4313.7,10352.9,1.35,0,50437.85,1.35
8,80,2.25,0.2,0.33,0,0.95,0.1,0.7,1.85,0.4,0,0.75,1.3,0.1,0.1,0,93.65,35.3,128.95,19.05,0.3,3.95,4.25,1.75,1.7,0.05,0,1.55,0.2,2.8,1.05,0.4,1.45,1.35,0.7,0.35,0.4,9.85,40.35,43.45,27.45,22.4,18.7,14.9,10.2,2.8,15.65,16.85,9.2,7.8,7.8,6.9,3.6,12.65,56,60.3,36.65,30.2,26.5,21.8,13.8,1.95,2.8,0.15,1.75,67.6,0,263431.4,260632.65,1.35,7.85,2789.55,5.8,0.05,5.75,19449.4,46289.2,19277,0.1,0.7,171.6,46035.7,0.5,1.7,251.3,0,0,19449.4,0,0,46289.2,4327.15,10365.4,2.55,0,50456.1,2.25
9,80,3.15,0.3,0.65,0,1.3,0.2,0.55,3,0.15,0,1.1,1.25,0.55,0.15,0.1,92.2,31.4,123.6,21.25,0.4,2,2.4,1.15,1,0.15,0,1,0.15,2,0.4,0,0.7,1.25,0.2,0.25,0,13.15,34.9,44.15,25,21.3,18.55,15.7,11.65,3.4,13.9,14.1,8.05,8.1,7.4,4.35,3.5,16.55,48.8,58.25,33.05,29.4,25.95,20.05,15.15,3.1,4.15,0.2,1.3,69.8,0,263441.6,260639.9,1.2,6.8,2793.7,3.95,0,3.95,19506.05,46313.55,19333.25,0,0.7,172.1,46059.5,0.3,1.75,252,0,0,19506.05,0,0,46313.55,4342.7,10377.35,2,0,50472.05,2.2
