Week,Mean,LowerBound,UpperBound
0,0,0,0
1,90.2887,86.9,92.9
2,98.0739,95.85,100.3
3,98.1808,94.05,101.75
4,100.9901,98.6,103.8
5,98.0516,94.75,101.1
6,101.307,97.1,104.6
7,89.2447,88.3,90.85
8,96.0918,92.6,99.15
9,96.299,92.15,100.3
10,91.1178,88.05,94.25
11,97.7711,94.8,101.1
12,94.3279,89.95,98.45
13,83.5704,78.6,88.7
14,87.5766,83.4,92.25
15,99.2502,94.7,103.3
16,94.1003,88.2,99.7
17,94.151,91.3,96.75
18,85.9336,82.6,89.7
19,88.5429,85.1,91.7
20,87.6869,85.9,89.6
21,96.5087,91.65,101.75
22,95.2578,89.5,100.5
23,95.0685,89.9,99.85
24,102.0264,99.05,104.9
25,100.9803,95.95,105.95
26,98.9201,95.95,101.7
27,86.9297,84.95,89.35
28,95.902,94,97.85
29,93.6547,91.15,96.5
30,97.1003,93.9,100.45
31,95.5928,92.7,98.25
32,86.5648,83.15,90.3
33,96.2834,92.35,99.7
34,92.4072,91.05,93.7
35,95.4259,94.3,96.55
36,93.5552,91.55,95.6
37,87.6198,84.55,90.75
38,91.2412,88.45,94.2
39,84.3711,80.5,88.75
40,86.2592,83.2,89.6
41,83.0198,81.3,84.95
42,93.0847,90.55,96.15
43,97.3347,93.95,100.45
44,92.834,91.9,94.55
45,98.6243,96.45,100.8
46,91.4124,87.15,94.9
47,92.3266,87.7,96.3
48,98.4749,95.8,101
49,85.6388,83.85,87.7
50,81.2528,77.05,86
51,96.1358,91.65,100.55
52,94.7241,90.6,98.15
53,93.0575,90.45,96.15
54,89.2108,85.5,93.4
55,90.0306,88,92.1
56,93.9254,90.45,96.25
57,92.1348,89.55,94.65
58,91.6328,89,94.2
59,83.6372,82.5,84.85
60,98.4695,94.7,102.1
61,86.3334,82,91.45
62,91.7398,87.2,96.2
63,87.6882,83.15,92.25
64,98.4367,93.85,102.9
65,95.4011,89.15,102.5
66,92.47,89,96.25
67,93.1092,91.3,95.1
68,92.4868,89.65,95.75
69,87.8465,82.75,92.35
70,85.6932,82.65,88.25
71,88.4968,86,90.9
72,87.6775,84.65,90.9
73,89.3742,87.4,91.3
74,92.8068,89.45,96.35
75,93.0481,87.85,97.55
76,87.8996,86,90
77,101.1898,97.35,104.75
78,91.8532,88.5,95.6
79,95.7557,92.2,99.25
80,86.2789,84.3,88.7
81,90.1638,86.3,93.65
82,90.511,86.7,94.4
83,95.4863,93.35,97.3
84,87.5946,84.95,90.5
85,82.4022,77.4,87.45
