Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8976,1.75,2
2,0.405,0.2,0.6
3,0.3984,0.1,0.75
4,0.4953,0.2,0.9
5,0.5127,0.2,0.9
6,0.4633,0.2,0.75
7,0.2618,0,0.55
8,0.8022,0.45,1.25
9,0.5997,0.25,1
10,0.2595,0.05,0.5
11,0.2922,0.05,0.55
12,0.2153,0.05,0.45
13,0.1485,0,0.3
14,0.4595,0.1,0.9
15,0.3167,0,0.75
16,0.4712,0.15,0.95
17,0.8121,0.3,1.4
18,0.6657,0.2,1.2
19,1.1655,0.1,2.45
20,0.3688,0.05,0.85
21,0.5553,0.2,1
22,0.4183,0.15,0.75
23,0.4253,0.1,0.8
24,0.6982,0.45,1
25,0.4628,0.1,0.9
26,0.4075,0.05,1
27,0.6497,0.25,1.05
28,1.0588,0.4,1.7
29,0.7017,0.25,1.3
30,0.5465,0.25,0.9
31,0.5781,0.25,0.95
32,1.04,0.4,1.75
33,1.1119,0.6,1.65
34,1.1115,0.65,1.65
35,1.3012,0.7,1.95
36,1.1013,0.65,1.6
37,0.799,0.4,1.2
38,0.6518,0.3,1
39,0.8493,0.2,1.55
40,1.547,0.7,2.5
41,1.5074,0.25,2.95
42,0.7835,0.25,1.5
43,0.9731,0.1,2.45
44,1.126,0.2,2.55
45,0.8321,0.15,1.9
46,0.9368,0.3,1.9
47,1.0463,0.5,1.8
48,1.2551,0.35,2.85
49,0.6408,0.1,1.5
50,0.6714,0,1.8
51,0.6149,0,1.95
52,0.3963,0.1,0.75
53,0.6246,0.05,1.65
54,0.3509,0.1,0.65
55,0.3878,0.05,0.9
56,0.6907,0.3,1.2
57,0.387,0.1,0.85
58,0.5507,0.2,0.95
59,0.5907,0.3,0.9
60,0.5921,0.15,1.2
61,0.4396,0.15,0.8
62,0.2965,0.1,0.55
63,0.5934,0.2,1.1
64,0.7069,0.2,1.25
65,0.2993,0.1,0.55
66,0.3013,0,0.8
67,0.5123,0.25,0.9
68,0.2646,0.05,0.55
69,0.6026,0.4,0.8
70,0.3602,0.1,0.65
71,0.6079,0.3,0.9
72,0.459,0.2,0.75
73,0.8081,0.3,1.4
74,0.3516,0.1,0.6
75,0.2069,0.05,0.4
76,0.3009,0.05,0.65
77,0.4016,0,0.9
78,0.0552999999999999,0,0.15
79,0.0492,0,0.15
80,0.0983999999999999,0,0.3
81,0.0492,0,0.15
82,0.0983999999999999,0,0.3
83,0,0,0
84,0.0492,0,0.15
85,0.0492,0,0.15
