Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,2,0.333333333333333,0,0,1,0,0,1,1,0,1,0,1,0,0,367,166,533,92,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40,167,160,115,79,88,58,27,18,72,76,37,40,41,27,21,58,239,236,152,119,129,85,48,2,3,0,0,73,1,263329,260548,0,5,2776,2,0,2,19761,45679,19591,0,0,170,45430,0,0,249,0,0,19761,0,0,45679,4393,10193,1,2,50325,0
2,80,2,0.4,0.4,0,0,1,1,1,1,0,0,1,0,0,1,358,174,532,75,0,3,3,2,1,1,0,0,2,1,2,0,1,0,2,0,0,46,139,173,113,84,69,52,40,21,70,83,41,43,39,19,32,67,209,256,154,127,108,71,72,2,1,0,1,74,0,263335,260552,0,6,2777,4,0,4,19944,45845,19773,0,1,170,45595,0,1,249,0,0,19944,0,0,45845,4426,10244,1,1,50335,2
3,80,6,0.857142857142857,1.22448979591837,0,4,0,2,5,1,0,1,1,2,0,2,364,144,508,67,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,39,143,182,84,101,66,72,41,23,62,59,34,38,25,29,18,62,205,241,118,139,91,101,59,3,2,0,0,72,0,263343,260553,3,8,2779,5,0,5,20163,45983,19992,0,1,170,45730,1,2,250,0,0,20163,0,0,45983,4467,10275,0,1,50354,2
4,80,2,0.25,0.5,0,2,0,0,2,0,0,1,0,1,0,0,357,207,564,71,0,3,3,2,2,0,0,0,2,3,0,0,0,0,2,0,1,46,152,159,114,70,77,57,39,20,102,85,56,50,45,35,21,66,254,244,170,120,122,92,60,2,3,0,1,74,2,263349,260557,3,7,2782,5,0,5,20311,46184,20140,0,1,170,45931,1,1,251,0,0,20311,0,0,46184,4494,10323,1,3,50365,1
5,80,4,0.444444444444444,0.888888888888889,0,0,0,2,3,1,0,2,1,0,1,0,357,135,492,67,0,2,2,1,1,0,0,1,0,1,1,0,2,0,0,0,0,36,159,162,92,87,66,64,48,12,59,64,43,29,30,20,13,48,218,226,135,116,96,84,61,6,4,0,2,68,1,263361,260563,1,11,2786,5,0,5,20529,46312,20358,0,0,171,46056,1,4,251,0,0,20529,0,0,46312,4524,10363,2,3,50388,1
6,80,3,0.272727272727273,0.495867768595041,0,2,1,1,3,0,0,1,0,1,1,0,373,133,506,68,0,5,5,1,1,0,0,0,1,4,1,0,2,1,1,1,0,38,168,167,101,97,76,57,42,17,45,71,41,38,22,10,22,55,213,238,142,135,98,67,64,3,3,0,0,60,0,263381,260582,1,11,2787,7,0,7,20768,46440,20597,0,1,170,46183,1,3,253,0,0,20768,0,0,46440,4568,10393,1,2,50406,2
7,80,2,0.153846153846154,0.29585798816568,0,1,0,0,1,1,0,2,0,0,0,0,385,131,516,87,0,3,3,3,3,0,0,1,2,3,0,0,1,0,1,0,1,36,174,175,106,95,84,57,43,11,56,64,30,38,22,28,13,47,230,239,136,133,106,85,56,2,7,0,0,69,4,263392,260589,1,8,2794,6,0,6,21020,46559,20849,0,1,170,46302,0,3,254,0,0,21020,0,0,46559,4636,10412,0,5,50416,3
8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,124,492,82,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,39,153,176,87,87,81,68,45,16,52,56,36,26,25,25,12,55,205,232,123,113,106,93,57,1,2,0,2,62,1,263410,260606,0,8,2796,6,0,6,21258,46674,21087,0,1,170,46417,0,3,254,0,0,21258,0,0,46674,4693,10438,2,5,50431,3
9,80,3,0.375,1.171875,0,2,0,0,2,1,0,1,2,0,0,0,360,125,485,84,1,2,3,2,2,0,0,2,0,2,1,0,2,1,0,0,0,49,152,159,99,77,71,61,52,10,58,57,29,29,23,27,17,59,210,216,128,106,94,88,69,2,6,1,0,83,0,263407,260602,0,4,2801,2,0,2,21489,46787,21317,0,0,172,46530,0,1,256,0,0,21489,0,0,46787,4753,10474,1,2,50454,1
