Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.8532,1.65,2.05
2,2.8054,2.45,3.25
3,3.5652,2.9,4.25
4,4.4605,3.55,5.3
5,5.2162,4.1,6.25
6,6.0691,4.75,7.35
7,6.9304,5.35,8.5
8,7.6342,5.9,9.45
9,8.4383,6.45,10.55
10,9.1453,6.85,11.6
11,10.1986,7.65,13.1
12,10.5989,7.85,13.85
13,11.306,8.1,14.8
14,11.9071,8.65,15.8
15,12.8077,9.4,16.75
16,13.6592,9.8,18
17,14.419,10.35,18.95
18,15.4656,10.9,20.4
19,15.7591,11.05,20.8
20,16.1635,11.55,21.25
21,16.8603,11.85,22.1
22,17.9112,12.65,23.35
23,18.7547,13.35,24.4
24,19.7967,13.75,26
25,20.6809,14.4,26.95
26,21.6141,14.85,28.4
27,22.4402,15.3,29.35
28,23.333,15.8,30.35
29,24.3355,16.6,31.9
30,25.1391,17.15,32.9
31,26.0439,17.85,34.25
32,26.9751,18.45,35.6
33,28.4748,19.5,37.45
34,29.62,20.25,38.85
35,31.1207,21.35,40.95
36,32.5674,22.15,43.25
37,33.9455,22.9,45.4
38,35.6869,23.75,47.8
39,36.8674,24.3,49.05
40,38.1114,24.8,50.85
41,39.2203,25.25,52.3
42,40.0762,25.9,53.65
43,41.0859,26.5,55.1
44,41.8899,27.1,56.45
45,42.6943,27.65,57.25
46,43.5868,28,58.65
47,44.5469,29,59.65
48,45.1922,29.2,60.55
49,45.84,29.35,61.1
50,47.1377,30.35,62.8
51,48.0369,31.35,64.2
52,48.8482,31.9,65.3
53,49.5028,32.4,66.2
54,49.8953,32.65,66.65
55,50.8467,33.15,67.5
56,51.8003,34.7,68.05
57,52.9944,36.9,69.6
58,54.4212,38.2,71.7
59,55.5979,39.7,72.65
60,56.44,40.2,73.75
61,57.8036,41.4,75.3
62,59.6874,43.2,77.3
63,61.5186,44.7,79.5
64,63.2106,45.95,81.65
65,65.3504,46.9,83.9
66,68.1576,48.85,87.8
67,70.6028,50.7,90.65
68,72.2972,51.5,93.2
69,75.3968,54.15,97.05
70,77.287,55.8,99.7
71,79.5666,57.4,102.6
72,81.6178,58.15,105.4
73,83.1532,59,107.45
74,85.0532,60.6,110.3
75,86.907,61.65,112.8
76,87.8943,62.45,114.85
77,89.0816,63,116.75
78,90.2198,64.1,117.95
79,90.7692,64.45,119.05
80,91.4678,64.9,120.45
81,92.1143,65.3,121.75
82,92.4149,65.35,122.3
83,92.8176,65.75,123.15
84,92.9715,65.75,123.45
85,93.27,65.9,124.05
