Week,Mean,LowerBound,UpperBound
0,0,0,0
1,22.0514,19.85,24.05
2,21.8431,19.35,24.35
3,20.5712,18.95,22.2
4,20.6468,18.95,22.5
5,20.0031,18.45,21.7
6,19.9964,18.15,22
7,21.1213,20,22.25
8,20.44,17.55,23.1
9,20.8826,19.05,22.6
10,21.2259,19.1,23.85
11,21.3696,19.9,23
12,21.043,19.15,22.75
13,18.1924,16.55,19.9
14,20.9406,19.6,22.5
15,20.4257,19.1,21.75
16,20.2918,18.85,21.65
17,19.7245,17.45,21.85
18,18.902,17.25,20.5
19,19.1181,17.9,20.45
20,20.4506,18.45,22.55
21,17.9705,16.85,19.1
22,18.6748,17.1,20.35
23,18.855,16.35,21.3
24,19.0806,17.55,20.8
25,20.4317,18.55,22.3
26,19.7489,18.15,21.5
27,21.2263,19.55,22.95
28,19.0604,17,21.25
29,16.5136,14.3,18.6
30,20.7659,19.4,22.3
31,19.3484,17.55,21
32,21.6394,20.05,23.3
33,20.4726,18.5,22.4
34,18.2765,16.4,20.2
35,20.2738,18.7,21.8
36,19.8359,17.6,22.1
37,17.7184,15.7,19.55
38,19.057,17.65,20.25
39,20.5433,19.05,22.1
40,18.6651,17.2,20.15
41,21.8039,20.1,23.5
42,17.8321,15.95,19.75
43,18.3331,17.05,19.7
44,19.1835,16.95,21.3
45,21.2864,18.8,23.65
46,19.5083,18.05,21.15
47,18.5274,17.25,19.8
48,21.1538,19,23.4
49,18.3077,16.35,20.55
50,21.2956,19.7,22.8
51,19.4586,18.05,20.85
52,18.553,16.45,20.35
53,18.3915,16.25,20.3
54,20.0999,18.6,21.45
55,21.2361,19.25,23.35
56,19.8298,17.9,21.85
57,19.7325,17.5,21.8
58,21.5358,20.05,23.15
59,19.0258,16.9,21.1
60,19.8501,17.45,22.1
61,22.043,21,23.2
62,19.9041,17.5,22
63,20.3,18.7,22.2
64,20.6619,19.25,22.1
65,21.5225,19.6,23.65
66,19.2213,17.15,21.8
67,19.0128,17.1,20.8
68,19.7928,18.1,21.55
69,20.9636,19.75,22.35
70,20.6685,19.15,22.3
71,19.4001,17.8,20.75
72,20.0578,18.15,21.85
73,19.5811,18.1,20.9
74,18.3457,15.65,21.15
75,18.7419,16.8,20.75
76,19.4389,17.85,20.9
77,20.2967,18.5,22.05
78,20.5219,18.65,22.45
79,19.4067,18,20.9
80,19.9804,18.65,21.55
81,20.363,18.45,22.2
82,18.3229,16.15,20.45
83,18.0887,16.6,19.5
84,20.295,18.4,22
85,19.313,17.25,21.45
