Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0.8026,0.55,1.05
2,0.6099,0.35,0.85
3,0.4904,0.15,0.85
4,0.603,0.3,0.95
5,0.4566,0.15,0.85
6,0.3566,0.15,0.55
7,0.8528,0.4,1.35
8,0.9509,0.55,1.45
9,0.9406,0.55,1.4
10,1.5618,0.8,2.4
11,0.8451,0.5,1.25
12,1.3468,0.65,2.2
13,1.0885,0.65,1.6
14,1.7168,1,2.5
15,1.8659,1.1,2.8
16,1.4401,0.85,2.1
17,1.6377,0.7,2.9
18,1.7881,0.9,2.8
19,1.3994,0.55,2.55
20,1.188,0.5,2.3
21,1.9652,1.05,3.1
22,1.3051,0.6,2.25
23,2.0793,0.95,3.7
24,1.5295,0.7,2.5
25,2.1556,1.2,3.45
26,1.35,0.65,2.25
27,1.8968,1,3.15
28,1.7454,1,2.8
29,1.2285,0.65,1.85
30,1.4959,0.75,2.35
31,2.2411,1.3,3.4
32,2.2914,1.1,3.6
33,2.3576,1.35,3.45
34,2.3811,1.45,3.35
35,2.5457,1.35,4.3
36,2.4446,1.3,4
37,2.351,1.65,3.1
38,2.2038,1.25,3.4
39,1.978,1,3.3
40,1.9682,0.7,3.6
41,1.8318,1.15,2.75
42,2.0375,1,3.4
43,1.8836,1.25,2.65
44,1.3905,0.65,2.25
45,1.6409,0.85,2.7
46,1.5907,0.85,2.35
47,2.082,1.3,2.9
48,1.8234,0.95,2.65
49,1.2963,0.7,1.9
50,1.2348,0.6,1.95
51,1.3799,0.8,2
52,1.1048,0.35,1.9
53,1.044,0.35,1.75
54,1.3308,0.7,2.1
55,1.8474,0.9,2.95
56,1.5997,0.95,2.3
57,1.1553,0.8,1.6
58,1.4524,0.85,2.1
59,1.1396,0.65,1.7
60,0.9826,0.6,1.35
61,1.342,0.8,2
62,1.629,0.75,2.55
63,1.44,0.8,2.15
64,1.5554,0.9,2.25
65,1.9262,1.15,2.65
66,1.3926,0.7,2.2
67,1.5888,1,2.25
68,1.351,0.8,1.9
69,1.8527,1.05,2.75
70,1.9033,1.15,2.75
71,2.0395,1.3,2.75
72,2.4334,1.6,3.3
73,2.5625,1.45,3.85
74,1.9353,1.3,2.65
75,2.1748,1.2,3.4
76,2.1186,1.15,3.35
77,2.5741,1.2,4.15
78,2.0769,0.9,3.45
79,1.9591,0.9,3.4
80,1.715,0.65,2.9
81,1.7546,0.8,2.95
82,2.1178,1.1,3.2
83,1.0688,0.5,1.75
84,1.3501,0.65,2.35
85,2.0629,0.65,3.75
