Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,2,0.4,0,0,1,0,1,2,0,0,1,1,0,0,0,93,189,282,17,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,8,50,35,31,24,15,15,8,18,92,79,45,37,52,30,25,26,142,114,76,61,67,45,33,3,3,0,0,79,0,263323,260542,0,5,2776,1,0,1,19466,45697,19296,0,0,170,45447,0,2,248,0,0,19466,0,0,45697,4310,10194,1,1,50313,0
2,80,1,0.2,0.2,0,1,0,0,1,0,0,0,0,0,1,0,88,177,265,18,0,3,3,1,1,0,0,1,0,2,1,0,1,2,0,0,0,12,38,38,17,15,24,22,10,18,78,81,44,38,34,27,34,30,116,119,61,53,58,49,44,1,2,0,1,76,1,263327,260545,0,4,2778,2,0,2,19370,45864,19200,0,0,170,45614,0,2,248,0,0,19370,0,0,45864,4290,10242,1,1,50334,0
3,80,1,0.25,0.4375,0,0,0,0,1,0,0,0,0,0,1,0,111,165,276,20,0,2,2,2,1,0,1,0,2,1,0,1,0,0,0,1,1,14,48,49,35,26,32,8,10,21,69,75,36,42,28,28,31,35,117,124,71,68,60,36,41,2,2,0,1,65,0,263342,260559,0,4,2779,2,0,2,19313,46020,19143,0,0,170,45770,0,1,249,0,0,19313,0,0,46020,4273,10281,1,1,50354,1
4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,160,265,24,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,6,55,44,24,22,28,20,11,23,74,63,44,36,30,31,19,29,129,107,68,58,58,51,30,0,2,0,0,85,0,263337,260554,0,2,2781,2,0,2,19253,46169,19083,0,0,170,45919,0,0,250,0,0,19253,0,0,46169,4270,10309,0,0,50372,1
5,80,1,0.5,1.25,0,0,0,0,1,0,0,0,0,0,0,1,110,29,139,24,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,52,38,27,28,26,15,14,4,15,10,6,13,5,4,1,24,67,48,33,41,31,19,15,3,0,0,0,68,1,263349,260563,0,5,2781,3,0,3,19330,46196,19159,0,1,170,45945,0,1,250,0,0,19330,0,0,46196,4292,10319,0,1,50395,1
6,80,2,0.4,0.8,0,2,0,0,2,0,0,1,0,0,0,1,106,28,134,20,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,12,46,48,36,22,17,17,14,4,14,10,6,5,7,6,4,16,60,58,42,27,24,23,18,2,1,0,2,74,1,263355,260567,0,6,2782,4,0,4,19405,46218,19234,0,1,170,45967,0,1,250,0,0,19405,0,0,46218,4306,10336,2,1,50415,0
7,80,2,0.333333333333333,0.666666666666667,0,0,0,1,2,0,0,0,1,0,0,1,103,43,146,23,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,9,46,48,28,23,16,19,17,8,18,17,11,12,13,2,5,17,64,65,39,35,29,21,22,4,5,0,1,71,0,263364,260572,0,5,2787,1,0,1,19461,46247,19290,0,1,170,45994,0,2,251,0,0,19461,0,0,46247,4321,10349,1,0,50432,0
8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,40,136,16,0,4,4,0,0,0,0,0,0,2,0,2,1,1,0,0,2,14,34,48,25,29,16,13,13,3,20,17,6,11,8,12,3,17,54,65,31,40,24,25,16,1,4,0,0,57,1,263387,260594,0,2,2791,1,0,1,19516,46281,19345,0,0,171,46027,0,2,252,0,0,19516,0,0,46281,4333,10361,0,1,50453,0
9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,40,133,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,44,25,28,13,14,13,8,15,17,9,15,7,5,4,19,53,61,34,43,20,19,17,0,2,0,0,76,0,263391,260598,0,0,2793,0,0,0,19567,46309,19396,0,0,171,46055,0,0,254,0,0,19567,0,0,46309,4341,10375,0,0,50465,0
