Week,Mean,LowerBound,UpperBound
0,0,0,0
1,18.7381,17.05,20.45
2,19.391,17.3,21.2
3,19.2302,17.45,21.05
4,21.4495,19.6,23.2
5,22.5576,20.2,24.9
6,19.5158,17.25,21.6
7,21.7382,19.95,23.55
8,20.6441,18.65,23
9,21.7761,19.9,23.6
10,20.8776,18.8,23.05
11,19.0531,17.6,20.8
12,19.8372,18.4,21.2
13,22.7785,20.5,25.15
14,20.7441,18.85,22.7
15,21.4077,19.7,23.4
16,19.6559,18.1,21.3
17,21.1692,19,23.55
18,21.3278,19.6,23.05
19,19.4351,17.8,21.15
20,19.2111,17.65,20.75
21,19.8995,17.6,22.3
22,19.8614,17.95,21.9
23,19.0847,17,21.15
24,19.0715,17.1,21
25,17.0434,15.35,18.8
26,19.1908,18.15,20.4
27,18.7447,17.3,20.3
28,20.0029,17.95,22
29,20.4237,18.9,22
30,23.0421,20.65,25.25
31,21.8879,18.95,25.1
32,21.7008,20.15,23.4
33,20.8438,18.7,23
34,18.5104,16,21.05
35,16.5696,14.2,19
36,19.5061,17.3,21.55
37,18.4003,16.7,20.4
38,20.4443,18.55,22.35
39,20.6353,19.1,22.15
40,21.465,19.55,23.45
41,17.2319,15.5,18.75
42,21.2426,19.9,22.7
43,21.7092,19.75,23.4
44,20.8654,19.05,22.85
45,21.2591,19.6,22.9
46,20.0338,17.35,22.25
47,19.1088,16.9,21.3
48,18.2006,16.55,19.75
49,19.2956,17.85,20.45
50,19.6498,17.9,21.7
51,18.9202,17.5,20.3
52,19.3376,17.8,20.85
53,18.8774,17.55,20.35
54,20.5384,18.15,23.15
55,18.8375,16.7,21.05
56,17.5558,15.45,19.45
57,18.9559,17.15,20.9
58,19.0387,16.75,21.4
59,19.1131,17.75,20.3
60,19.8352,17.45,22.3
61,19.5245,17.85,21.35
62,21.094,19.85,22.3
63,18.7752,16.65,20.75
64,22.7434,20.3,25.35
65,19.4925,17.75,21.2
66,19.942,18.3,21.7
67,16.7808,14.65,18.95
68,19.4063,17.9,20.95
69,19.5295,18.25,20.8
70,19.6832,17.4,22.15
71,18.2261,16.6,20.1
72,19.9846,17.6,21.9
73,19.8655,18.3,21.3
74,19.657,18.2,21.1
75,18.5779,17.15,20.15
76,19.7441,17.7,21.5
77,20.0247,17.85,22.25
78,20.0279,18.85,21.2
79,20.254,18.15,22.7
80,17.7573,16.05,19.35
81,19.8425,18.05,21.6
82,20.1374,17.85,22.05
83,20.1527,18.5,21.75
84,20.2027,17.85,22.65
85,18.2175,16.8,19.6
