Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,0.7,0.12,0,0,0,0.05,0.4,0.25,0.45,0,0.2,0.25,0.2,0,0.05,100.2,174.1,274.3,21.6,0,1.85,1.85,0.95,0,0.95,0,0,0.95,0,1.85,0,0,0.9,0.95,0,0,10.2,44.4,45.6,27.9,23.85,19.45,15.7,13.3,17.1,79.75,77.25,44.3,35.6,37.8,29.55,26.85,27.3,124.15,122.85,72.2,59.45,57.25,45.25,40.15,0.45,2.65,0,0.75,71.05,0.35,263330.95,260551.5,0.25,3.8,2775.4,3.25,0,3.25,19483.85,45685.75,19313.7,0,0.05,170.1,45436.3,0.2,0.85,248.4,0,0,19483.85,0,0,45685.75,4321.15,10191.6,1.35,0.65,50323.75,1.15
2,80,0.1,0.03,0.03,0,0.05,0,0,0.05,0.05,0,0.05,0.05,0,0,0,89.9,182.05,271.95,20.35,0,0.45,0.45,0,0,0,0,0,0,0.2,0.25,0,0.2,0.05,0.2,0,0,8.8,38.95,42.15,24.85,21.8,18.05,14.2,11,25.3,77.15,79.6,47,39.95,41.5,26.95,26.65,34.1,116.1,121.75,71.85,61.75,59.55,41.15,37.65,0.35,1.6,0,0.5,69.85,0.45,263341.1,260561.65,0,2.55,2776.9,2.15,0,2.15,19387.35,45858,19217.2,0,0.05,170.1,45608.6,0,0.5,248.9,0,0,19387.35,0,0,45858,4298.95,10238.2,0.85,0.55,50341.35,1
3,80,0.2,0.07,0.09,0,0,0,0,0.2,0,0,0,0,0.2,0,0,97.35,165.15,262.5,22.25,0,0.35,0.35,0.05,0.05,0,0,0.05,0,0.05,0.3,0,0.05,0.3,0,0,0,11.2,42.1,44.05,27,23,20.35,15.75,11.25,21.1,69.25,74.8,41.3,40.05,32,32.05,19.75,32.3,111.35,118.85,68.3,63.05,52.35,47.8,31,0,1.6,0,0.7,69,0.3,263352.1,260572.1,0.2,1.95,2777.85,1.9,0,1.9,19315.3,46014.4,19145.15,0,0.05,170.1,45765.05,0,0.45,248.9,0,0,19315.3,0,0,46014.4,4283,10283,1.15,0.55,50359.15,0.65
4,80,0.3,NaN,NaN,0,0.25,0,0.15,0.25,0.05,0,0.1,0.1,0.1,0,0,92.75,173.5,266.25,21.4,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,9.85,39.2,43.7,26.35,22.2,19.25,14,10.95,21.25,78.25,74,43.55,43.85,39.2,29.4,17.5,31.1,117.45,117.7,69.9,66.05,58.45,43.4,28.45,0.4,1.3,0,0.1,60.95,0.2,263371.15,260591.15,0.1,1.05,2778.85,0.65,0,0.65,19230.35,46179.95,19060.25,0,0,170.1,45930.45,0.1,0.1,249.3,0,0,19230.35,0,0,46179.95,4268.65,10324.6,0.35,0.25,50379.05,0.05
5,80,0.15,0.06,0.01,0,0.15,0.1,0,0.15,0,0,0,0.15,0,0,0,99,32.5,131.5,18.1,0,0.15,0.15,0.1,0.05,0.05,0,0.05,0.05,0.1,0.05,0,0.05,0,0.1,0,0,10,41.8,47.2,28.1,23.15,18.85,19.3,9.6,3.4,13.35,15.75,8.6,9.2,6.75,4.65,3.3,13.4,55.15,62.95,36.7,32.35,25.6,23.95,12.9,0.15,1.55,0,0.55,68.05,0.05,263383.1,260601.2,0.1,1.65,2780.15,1.25,0,1.25,19292.6,46202.6,19122.35,0.1,0.05,170.1,45952.85,0,0.3,249.45,0,0,19292.6,0,0,46202.6,4280.35,10336.25,0.6,0.05,50397.3,0.35
6,80,0.6,0.39,0.52,0,0.1,0,0.05,0.3,0.3,0,0.3,0.25,0,0,0.05,99.25,32,131.25,18.85,0,0.4,0.4,0.2,0.2,0,0,0.2,0,0.4,0,0,0.05,0.15,0.2,0,0,8.75,41.1,49.4,29.3,19.65,19.95,20.1,10.25,3.7,13.45,14.85,9.35,7.55,5.6,5.5,4,12.45,54.55,64.25,38.65,27.2,25.55,25.6,14.25,0.6,0.6,0,0.25,64.7,0.25,263398.4,260615.95,0.1,1.65,2780.7,1.05,0,1.05,19357.35,46228.5,19187.1,0,0.15,170.1,45978.7,0,0.35,249.45,0,0,19357.35,0,0,46228.5,4293.9,10348.8,0.45,0.25,50416.45,0.45
7,80,0.25,0.08,0.05,0,0,0.2,0,0.25,0,0,0,0.05,0.2,0,0,99.45,37.05,136.5,20.6,0,0.6,0.6,0.2,0.15,0.05,0,0.15,0.05,0.35,0.25,0,0.2,0.35,0,0,0.05,12.9,41.85,44.7,27.75,24.5,19,17.95,10.25,3.05,16,18,10.35,8,7.05,6.55,5.1,15.95,57.85,62.7,38.1,32.5,26.05,24.5,15.35,0.3,1.75,0,0.75,66.25,0.05,263412.15,260627.75,0.05,2.2,2782.15,1.9,0,1.9,19416.4,46257.7,19245.75,0,0.45,170.2,46007.45,0,0.8,249.45,0,0,19416.4,0,0,46257.7,4308.7,10361.9,0.85,0.05,50434.85,0.35
8,80,0.25,0.1,0.06,0,0.05,0,0.05,0.1,0.15,0,0.1,0.1,0.05,0,0,99.6,34.1,133.7,22.55,0,0.3,0.3,0,0,0,0,0,0,0.3,0,0,0.05,0.05,0.2,0,0,12.8,41.85,44.95,28.55,24.85,17.2,17.65,11.35,2.95,15.25,15.9,9.5,8.5,7.05,4.7,4.35,15.75,57.1,60.85,38.05,33.35,24.25,22.35,15.7,0.25,1.55,0,0.4,70,0.3,263422.15,260636.6,0.05,1.9,2783.6,1.65,0,1.65,19478.7,46283.4,19308.1,0,0.2,170.4,46032.9,0,0.4,250.1,0,0,19478.7,0,0,46283.4,4325.4,10374.45,0.55,0.35,50452.3,0.6
9,80,0.6,NaN,NaN,0,0.05,0,0.2,0.6,0,0,0.1,0.4,0,0,0.1,102.6,32.65,135.25,21.5,0,0.25,0.25,0.05,0.05,0,0,0,0.05,0.1,0.15,0,0.15,0.05,0.05,0,0,12.8,43.4,46.4,32.15,23.1,17.8,16,13.55,3.65,13.55,15.45,9,7,5.4,7.6,3.65,16.45,56.95,61.85,41.15,30.1,23.2,23.6,17.2,0.45,0.9,0,0.3,68.3,0.45,263433.85,260647.8,0.2,1.45,2784.4,1,0,1,19545.8,46306.95,19375.2,0,0.2,170.4,46056.25,0,0.45,250.25,0,0,19545.8,0,0,46306.95,4342.4,10383.9,0.55,0.7,50471.5,0.45
