Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,1,0.166666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,107,173,280,20,0,2,2,1,0,1,0,0,1,0,2,0,0,1,1,0,0,7,49,51,31,19,26,16,15,13,79,81,35,27,52,37,22,20,128,132,66,46,78,53,37,1,2,0,2,63,0,263339,260559,0,5,2775,3,0,3,19496,45686,19326,0,0,170,45437,0,1,248,0,0,19496,0,0,45686,4323,10187,2,0,50325,1
2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,181,279,20,0,2,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,12,38,48,30,26,21,11,10,21,67,93,46,40,42,31,22,33,105,141,76,66,63,42,32,0,3,0,1,85,0,263334,260554,0,2,2778,2,0,2,19404,45862,19234,0,0,170,45613,0,0,249,0,0,19404,0,0,45862,4300,10232,1,0,50340,0
3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,162,258,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,35,48,33,22,17,17,7,17,73,72,37,49,28,28,20,30,108,120,70,71,45,45,27,0,1,0,0,52,0,263362,260582,0,2,2778,2,0,2,19337,46020,19167,0,0,170,45770,0,0,250,0,0,19337,0,0,46020,4279,10279,1,0,50363,0
4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,159,244,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,41,25,22,15,14,9,25,69,65,28,48,34,27,22,33,105,106,53,70,49,41,31,0,2,0,0,70,0,263372,260592,0,0,2780,0,0,0,19260,46170,19090,0,0,170,45920,0,0,250,0,0,19260,0,0,46170,4265,10311,0,0,50385,0
5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,33,125,14,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,12,40,40,21,22,19,17,13,1,12,20,13,2,8,4,6,13,52,60,34,24,27,21,19,0,1,0,0,70,1,263382,260600,0,1,2781,1,0,1,19316,46197,19146,0,0,170,45946,0,1,250,0,0,19316,0,0,46197,4274,10320,0,1,50401,0
6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,29,133,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,51,22,30,22,16,14,4,8,17,7,8,8,4,2,11,54,68,29,38,30,20,16,0,0,0,0,71,0,263391,260609,0,1,2781,1,0,1,19385,46218,19215,0,0,170,45967,0,1,250,0,0,19385,0,0,46218,4297,10330,0,1,50418,0
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,37,140,21,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,10,43,50,28,23,18,18,16,7,15,15,12,8,9,5,3,17,58,65,40,31,27,23,19,0,1,0,0,77,0,263394,260611,0,2,2781,2,0,2,19450,46245,19280,0,0,170,45994,0,1,250,0,0,19450,0,0,46245,4310,10342,0,1,50437,0
8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,119,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,42,25,23,14,14,7,4,16,16,11,7,7,7,4,12,49,58,36,30,21,21,11,0,1,0,0,59,0,263415,260632,0,2,2781,1,0,1,19494,46271,19324,0,0,170,46020,0,1,250,0,0,19494,0,0,46271,4318,10353,0,1,50457,0
9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,27,125,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,50,31,24,22,17,4,3,9,15,6,5,4,8,4,14,46,65,37,29,26,25,8,0,0,0,0,65,0,263430,260647,0,2,2781,1,0,1,19561,46292,19391,0,0,170,46041,0,1,250,0,0,19561,0,0,46292,4337,10361,0,1,50474,0
