Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,0.05,0.01,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,98.8,172.8,271.6,22.85,0,1.7,1.7,0.7,0,0.7,0,0,0.7,0,1.7,0,0,1,0.7,0,0,10.35,43.5,44.95,25.8,24.1,20.85,15.3,12.75,16.1,80.7,76,44.25,34.5,39.3,27.9,26.85,26.45,124.2,120.95,70.05,58.6,60.15,43.2,39.6,0.8,2.6,0,0.7,65.4,1,263336.6,260558.2,0.25,3.2,2774.95,2.25,0,2.25,19485.4,45685.85,19315.5,0,0.05,169.85,45436.8,0,0.75,248.3,0,0,19485.4,0,0,45685.85,4324.85,10190.05,1.25,1.3,50323.5,0.35
2,80,0.25,0.07,0.07,0,0.05,0,0.05,0.2,0.05,0,0,0.2,0,0.05,0,95.65,185.8,281.45,20.9,0.05,0.7,0.75,0.45,0.15,0.2,0.1,0.2,0.25,0.2,0.4,0.15,0.25,0.15,0.1,0.2,0.05,10.2,41.85,43.6,27.95,21.05,17.65,16.75,12.25,24.5,75.75,85.55,49.9,42.9,42.05,25.85,25.1,34.7,117.6,129.15,77.85,63.95,59.7,42.6,37.35,0.3,0.9,0.05,0.15,68,0.5,263348.6,260570.75,0.15,2.6,2775.1,2.1,0,2.1,19392.4,45862.5,19222.45,0,0,169.95,45613.55,0,0.65,248.3,0,0,19392.4,0,0,45862.5,4307.2,10235.8,0.9,1.35,50340.35,0.45
3,80,0.1,NaN,NaN,0,0.05,0,0.05,0.1,0,0,0,0.1,0,0,0,92.85,164.7,257.55,19.8,0.1,0.35,0.45,0.15,0.1,0.05,0,0.05,0.1,0.25,0.15,0.05,0,0.3,0.1,0.05,0,10.45,40.05,42.35,26.5,22.4,18.05,13.85,12.05,21.25,69.35,74.1,40.25,40.1,31.2,31.5,21.65,31.7,109.4,116.45,66.75,62.5,49.25,45.35,33.7,0.65,1.05,0,0.5,67.6,0.2,263361,260582.3,0.6,2.2,2775.9,1.5,0.1,1.4,19317.9,46018.15,19147.75,0.2,0,169.95,45768.95,0.1,0.6,248.5,0,0,19317.9,0,0,46018.15,4292.6,10275.95,0.8,0.75,50358.35,0.3
4,80,0.35,NaN,NaN,0,0.1,0,0.05,0.35,0,0,0,0.05,0.15,0.05,0.1,97.5,169.9,267.4,21.4,0,0.65,0.65,0.15,0,0,0.15,0,0.15,0,0.2,0.45,0,0.2,0.2,0.05,0.2,12.2,43.2,42.1,26.95,23.4,18.8,16.8,11.55,21.65,76.8,71.45,39.35,43.35,37,29.25,20.95,33.85,120,113.55,66.3,66.75,55.8,46.05,32.5,0.7,1.1,0,0.1,66.6,0.35,263374.4,260595.65,0.25,1.8,2776.7,1.05,0,1.05,19242,46180.15,19071.85,0.1,0.1,169.95,45930.95,0.05,0.35,248.8,0,0,19242,0,0,46180.15,4279.6,10316.65,0.3,0.65,50377.25,0.15
5,80,0.05,0.01,0.02,0,0,0,0,0.05,0,0,0,0.05,0,0,0,94.55,32.85,127.4,18.7,0,0.65,0.65,0.1,0.1,0,0,0.05,0.05,0.45,0.2,0,0.15,0.1,0.25,0.05,0.1,11.4,40.8,42.35,25.95,21.35,20.65,16,10.6,3.05,15.1,14.7,9.15,8.05,5.9,4.75,5,14.45,55.9,57.05,35.1,29.4,26.55,20.75,15.6,1.4,0.8,0,0.45,68.8,0.25,263385.6,260605,0.9,2.4,2777.3,0.9,0,0.9,19299.9,46204.8,19129.7,0.2,0.1,169.9,45955.45,0.15,0.05,249.15,0,0,19299.9,0,0,46204.8,4292,10329.25,0.5,0.65,50394.95,0.15
6,80,0.2,0.06,0.12,0,0.05,0,0.1,0.05,0.15,0,0.15,0,0,0.05,0,95.6,35.3,130.9,21.65,0.15,0.95,1.1,0.2,0.1,0,0.1,0,0.2,0.35,0.5,0.25,0.35,0.3,0.05,0.25,0.15,12.2,40.15,43.25,26.65,22.25,20.35,15.6,10.75,4.3,14.55,16.45,10.25,8.5,6.2,6.05,4.3,16.5,54.7,59.7,36.9,30.75,26.55,21.65,15.05,0.85,0.95,0,0.4,67.05,0.55,263398.55,260618.5,0.25,2.3,2777.5,1.25,0,1.25,19356.75,46230.85,19186.7,0.1,0.2,169.75,45981.4,0.05,0.2,249.2,0,0,19356.75,0,0,46230.85,4307.3,10340.05,0.5,0.85,50412.35,0.2
7,80,0.1,0.02,0.05,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,94.85,32.35,127.2,19.95,0,1,1,0.05,0,0,0.05,0,0.05,0.2,0.6,0.2,0.65,0.15,0.1,0,0.1,11.25,41.7,41.9,27.85,23.4,18.8,15.65,9.15,3.65,13.55,15.15,8.6,7.2,6.65,4.6,5.3,14.9,55.25,57.05,36.45,30.6,25.45,20.25,14.45,1.65,0.85,0,0.15,70.65,0.6,263407.9,260626.05,0.7,3.1,2778.05,1.4,0,1.4,19416.7,46255.5,19246.6,0,0.25,169.85,46005.8,0.15,0.25,249.3,0,0,19416.7,0,0,46255.5,4322.15,10352.05,0.35,1.05,50430.05,0.25
8,80,0.3,0.1,0.18,0,0.2,0,0,0.2,0.1,0,0.1,0.05,0.1,0,0.05,93.8,35.75,129.55,20.85,0.25,1.4,1.65,0.5,0.3,0.05,0.15,0.25,0.25,0.45,0.7,0.5,0.45,0.1,0.45,0.35,0.3,11.7,36.9,45.2,26.65,23.2,17.35,14.7,11.9,4.15,15.95,15.65,10,6.8,7.7,6.9,4.35,15.85,52.85,60.85,36.65,30,25.05,21.6,16.25,1.25,1.15,0.2,0.55,71.1,0.6,263416.8,260634.05,0.55,3.2,2779,1.75,0,1.75,19470.6,46281.8,19300.2,0,0.25,170.15,46032,0.15,0.25,249.4,0,0,19470.6,0,0,46281.8,4335.5,10365.75,0.6,1.1,50447.3,0.15
9,80,0.15,0.04,0.05,0,0,0.05,0.05,0.1,0.05,0,0.05,0,0,0,0.1,93.65,32.6,126.25,20.6,0,1.35,1.35,0.25,0.15,0.05,0.05,0.1,0.15,0.2,0.7,0.45,0.25,0.45,0.25,0.1,0.3,9.55,39.8,44.3,25.95,22.2,17.9,14.4,13.2,4.2,14.35,14.05,8.9,8.2,6.7,5.1,3.7,13.75,54.15,58.35,34.85,30.4,24.6,19.5,16.9,0.45,0.9,0,0.8,68.1,0.6,263428.7,260646.15,0.25,2.75,2779.55,2.3,0,2.3,19527.6,46305.8,19357.15,0.05,0.25,170.15,46055.95,0.1,0.2,249.55,0,0,19527.6,0,0,46305.8,4350.95,10376.6,1.05,1.3,50466.25,0.25
