Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.3848,1.1,1.65
2,0.4987,0.2,0.9
3,0.239,0.05,0.45
4,0.4405,0.15,0.7
5,0.3902,0.05,0.85
6,0.5865,0.3,0.95
7,0.5049,0.25,0.8
8,0.1941,0.05,0.35
9,0.4004,0.15,0.65
10,0.3989,0.15,0.65
11,0.3961,0.2,0.6
12,0.4345,0.15,0.85
13,0.3565,0.15,0.65
14,0.1943,0.05,0.4
15,0.7461,0.25,1.3
16,0.7914,0.4,1.25
17,0.3914,0.05,0.8
18,0.2068,0.05,0.4
19,0.3456,0.15,0.6
20,0.1993,0.05,0.35
21,0.505,0.25,0.8
22,0.7554,0.4,1.15
23,0.4505,0.25,0.65
24,0.933,0.55,1.35
25,0.7624,0.35,1.3
26,0.1969,0.05,0.4
27,0.1537,0,0.3
28,0.9009,0.55,1.3
29,0.8682,0.55,1.2
30,0.9322,0.65,1.25
31,0.8816,0.55,1.3
32,0.5464,0.2,0.95
33,0.8415,0.5,1.2
34,1.1884,0.7,1.7
35,0.9853,0.5,1.6
36,1.1031,0.75,1.5
37,0.9505,0.45,1.55
38,1.2967,0.75,1.85
39,1.2029,0.8,1.65
40,0.9379,0.35,1.6
41,0.4495,0.1,0.85
42,1.3833,0.85,2
43,1.2062,0.75,1.7
44,1.1275,0.6,1.85
45,0.7014,0.25,1.25
46,0.6956,0.3,1.15
47,0.5965,0.3,0.9
48,0.5002,0.3,0.7
49,0.5558,0.2,1
50,0.4076,0.15,0.75
51,0.5039,0.15,0.9
52,0.5915,0.25,1
53,0.2625,0,0.75
54,0.5478,0.25,0.85
55,0.3672,0.05,0.85
56,0.7089,0.3,1.2
57,0.6727,0.25,1.2
58,0.5551,0.2,0.95
59,1.1069,0.45,1.75
60,0.9974,0.55,1.55
61,0.7303,0.15,1.45
62,0.8387,0.35,1.4
63,1.0216,0.45,1.8
64,0.8442,0.45,1.3
65,0.7263,0.3,1.25
66,0.751,0.4,1.15
67,1.4863,0.8,2.3
68,1.0529,0.45,1.7
69,0.4969,0.3,0.7
70,0.6486,0.2,1.1
71,0.7046,0.4,1
72,0.4952,0.2,0.85
73,0.6419,0.1,1.35
74,0.7336,0.25,1.3
75,0.3368,0.05,0.75
76,0.4825,0.15,0.85
77,0.2913,0.05,0.55
78,0.3458,0.05,0.9
79,0.1548,0,0.4
80,0.0975,0,0.25
81,0.1467,0,0.4
82,0.3529,0.15,0.6
83,0.0968,0,0.25
84,0.0502999999999999,0,0.2
85,0.3857,0,0.8
