Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,3,0.5,0,0,1,2,0,3,0,0,1,1,1,0,0,958,160,1118,200,0,2,2,1,0,1,0,0,1,0,2,0,0,1,1,0,0,131,380,447,249,239,193,159,118,19,67,74,38,29,38,32,23,150,447,521,287,268,231,191,141,1,3,0,1,64,1,263338,260556,2,4,2776,3,0,3,20359,45674,20187,1,1,170,45425,0,0,249,0,0,20359,0,0,45674,4506,10189,1,1,50326,1
2,80,3,0.75,0.75,0,0,0,1,2,1,0,0,3,0,0,0,981,199,1180,222,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,120,401,460,257,208,221,185,110,24,85,90,56,36,48,22,37,144,486,550,313,244,269,207,147,5,2,0,0,77,0,263341,260557,0,7,2777,2,0,2,21135,45863,20963,0,2,170,45613,0,1,249,0,0,21135,0,0,45863,4684,10237,0,1,50336,0
3,80,3,0.375,0.421875,0,2,1,0,3,0,0,1,2,0,0,0,942,161,1103,196,1,5,6,1,1,0,0,1,0,5,1,0,1,4,1,0,0,104,396,442,288,214,174,166,100,23,67,71,36,38,31,29,27,127,463,513,324,252,205,195,127,3,4,0,1,79,1,263342,260554,0,7,2781,5,0,5,21914,46012,21741,0,2,171,45762,0,0,250,0,0,21914,0,0,46012,4849,10275,1,2,50352,1
4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,172,1139,213,0,2,2,1,1,0,0,1,0,2,0,0,1,1,0,0,0,130,393,444,255,220,204,150,138,23,80,69,44,39,39,30,20,153,473,513,299,259,243,180,158,0,3,0,2,79,0,263343,260556,0,4,2783,4,0,4,22704,46174,22531,0,1,172,45925,0,0,249,0,0,22704,0,0,46174,5029,10313,2,1,50371,1
5,80,4,0.666666666666667,1.22222222222222,0,3,1,1,4,0,0,2,1,0,1,0,909,326,1235,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,391,417,248,213,180,140,128,44,136,146,86,77,69,53,41,145,527,563,334,290,249,193,169,2,4,0,1,59,0,263364,260571,2,4,2787,2,0,2,23282,46494,23108,1,0,173,46244,0,1,249,0,0,23282,0,0,46494,5151,10384,1,0,50389,1
6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,336,1280,201,0,2,2,1,1,0,0,1,0,2,0,0,1,0,0,1,0,110,414,420,267,226,180,142,129,43,132,161,92,65,84,56,39,153,546,581,359,291,264,198,168,1,0,0,1,68,1,263376,260583,1,5,2787,4,0,4,23885,46820,23711,0,1,173,46570,0,1,249,0,0,23885,0,0,46820,5269,10463,2,1,50405,1
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,312,1200,205,1,1,2,2,2,0,0,2,0,2,0,0,1,1,0,0,0,103,378,407,259,191,194,136,108,34,120,158,89,65,65,60,33,137,498,565,348,256,259,196,141,1,3,0,0,59,2,263397,260604,0,5,2788,5,0,5,24459,47125,24283,0,2,174,46875,0,0,250,0,0,24459,0,0,47125,5405,10537,0,2,50427,3
8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,356,1219,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,365,405,221,210,171,144,117,55,148,153,91,81,72,63,49,148,513,558,312,291,243,207,166,0,3,0,2,63,0,263414,260620,0,3,2791,3,0,3,24958,47472,24782,0,2,174,47221,0,1,250,0,0,24958,0,0,47472,5514,10624,2,0,50445,3
9,80,1,0.333333333333333,0.666666666666667,0,1,0,0,0,1,0,1,0,0,0,0,911,319,1230,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,390,415,284,188,188,128,123,37,144,138,84,85,67,46,37,143,534,553,368,273,255,174,160,1,2,0,1,76,1,263418,260623,0,2,2793,1,0,1,25546,47781,25370,0,0,176,47530,0,1,250,0,0,25546,0,0,47781,5648,10699,1,1,50466,1
