Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,1,0.166666666666667,0,0,1,0,0,1,0,0,0,0,0,0,1,106,167,273,26,0,2,2,1,0,0,1,1,0,0,1,1,0,2,0,0,0,10,45,51,26,25,27,15,13,14,72,81,45,29,39,28,26,24,117,132,71,54,66,43,39,0,4,0,1,61,0,263341,260562,1,2,2776,2,0,2,19501,45678,19331,0,0,170,45429,0,1,248,0,0,19501,0,0,45678,4335,10185,2,1,50318,0
2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,169,267,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,45,30,29,22,8,9,21,68,80,50,42,33,21,23,33,109,125,80,71,55,29,32,1,1,0,0,66,0,263355,260576,0,2,2777,1,0,1,19425,45839,19255,0,0,170,45590,0,0,249,0,0,19425,0,0,45839,4326,10219,1,1,50334,0
3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,161,240,18,0,2,2,1,1,0,0,0,1,1,1,0,0,1,0,0,1,14,40,25,18,21,15,9,16,21,69,71,41,31,28,37,24,35,109,96,59,52,43,46,40,0,1,0,1,68,1,263367,260587,0,2,2778,2,0,2,19342,45987,19172,0,0,170,45738,0,0,249,0,0,19342,0,0,45987,4311,10257,1,1,50352,0
4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,179,287,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,48,30,21,20,24,13,22,80,77,45,42,37,34,21,38,124,125,75,63,57,58,34,0,0,0,0,75,0,263372,260592,0,2,2778,2,0,2,19270,46156,19100,0,0,170,45907,0,0,249,0,0,19270,0,0,46156,4290,10303,1,1,50367,0
5,80,1,0.25,0.3125,0,0,1,0,1,0,0,0,0,1,0,0,97,34,131,27,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,10,52,35,22,22,19,18,16,4,14,16,7,10,7,5,5,14,66,51,29,32,26,23,21,1,1,0,1,71,0,263381,260598,0,4,2779,3,0,3,19328,46183,19157,0,1,170,45934,0,0,249,0,0,19328,0,0,46183,4310,10320,2,1,50382,0
6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,33,140,23,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,42,47,26,25,24,11,21,2,16,15,8,15,5,1,4,20,58,62,34,40,29,12,25,0,2,0,0,56,1,263405,260622,0,2,2781,2,0,2,19400,46210,19229,0,1,170,45961,0,0,249,0,0,19400,0,0,46210,4330,10326,0,1,50405,0
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,27,121,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,42,25,27,17,14,11,5,11,11,8,5,4,3,7,17,51,53,33,32,21,17,18,0,2,0,0,66,0,263419,260634,0,2,2783,1,0,1,19460,46232,19289,0,1,170,45983,0,0,249,0,0,19460,0,0,46232,4341,10337,0,1,50420,0
8,80,1,0.333333333333333,0.444444444444444,0,0,0,0,1,0,0,0,1,0,0,0,90,40,130,17,0,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,9,40,41,16,28,11,16,19,8,15,17,9,10,8,9,4,17,55,58,25,38,19,25,23,1,1,0,0,77,0,263422,260635,0,3,2784,2,0,2,19504,46260,19333,0,1,170,46010,0,1,249,0,0,19504,0,0,46260,4354,10347,0,1,50435,0
9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36,135,17,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,43,45,28,24,21,19,7,0,19,17,7,12,5,8,4,11,62,62,35,36,26,27,11,0,0,0,0,64,0,263438,260651,0,3,2784,3,0,3,19566,46289,19395,0,1,170,46039,0,1,249,0,0,19566,0,0,46289,4364,10361,0,1,50450,0
10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,47,20,20,16,10,15,11,10,16,15,4,8,3,7,21,34,63,35,24,24,13,22,0,0,0,2,69,0,263449,260663,0,3,2783,3,0,3,19608,46316,19437,0,1,170,46066,0,1,249,0,0,19608,0,0,46316,4372,10375,2,1,50468,0
11,80,1,0.333333333333333,1.33333333333333,0,0,0,0,1,0,0,0,0,0,0,1,87,32,119,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,41,21,19,16,16,15,2,16,14,4,10,9,4,5,8,56,55,25,29,25,20,20,0,2,0,0,74,0,263455,260669,1,1,2784,1,0,1,19662,46342,19491,0,1,170,46092,0,0,250,0,0,19662,0,0,46342,4395,10383,1,1,50481,0
12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,27,125,17,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,37,50,28,25,10,20,15,5,13,9,3,10,3,5,6,16,50,59,31,35,13,25,21,0,3,0,0,70,0,263465,260677,1,0,2787,0,0,0,19733,46361,19562,0,0,171,46111,0,0,250,0,0,19733,0,0,46361,4410,10394,0,0,50503,0
13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,34,128,17,0,2,2,1,0,1,0,0,1,0,2,0,0,1,0,1,0,12,41,41,29,23,15,16,11,3,13,18,10,5,6,11,2,15,54,59,39,28,21,27,13,0,0,0,1,68,0,263477,260687,1,2,2787,2,0,2,19791,46389,19620,0,0,171,46139,0,0,250,0,0,19791,0,0,46389,4426,10404,1,0,50524,1
14,80,1,0.5,0.5,0,1,0,0,1,0,0,0,0,0,1,0,107,29,136,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,42,37,13,25,19,13,5,8,16,9,4,8,2,6,19,59,58,46,17,33,21,19,1,2,0,0,79,0,263478,260688,1,1,2788,0,0,0,19866,46406,19695,0,0,171,46156,0,0,250,0,0,19866,0,0,46406,4451,10406,0,0,50537,0
15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,33,131,17,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,9,48,41,28,25,18,18,9,2,15,16,8,7,4,10,4,11,63,57,36,32,22,28,13,1,1,0,1,72,0,263486,260697,0,2,2787,1,0,1,19927,46433,19756,0,0,171,46183,0,0,250,0,0,19927,0,0,46433,4462,10415,1,0,50557,0
16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,42,135,18,0,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,2,13,43,37,23,22,18,12,18,6,18,18,10,15,2,11,4,19,61,55,33,37,20,23,22,0,1,0,0,59,1,263507,260717,0,2,2788,2,0,2,19975,46466,19804,0,0,171,46216,0,0,250,0,0,19975,0,0,46466,4470,10427,0,1,50573,0
17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,26,122,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,45,25,21,21,24,5,1,16,9,10,7,3,4,2,12,56,54,35,28,24,28,7,0,0,0,1,73,0,263514,260724,0,2,2788,2,0,2,20042,46482,19871,0,0,171,46232,0,0,250,0,0,20042,0,0,46482,4487,10434,1,1,50585,0
18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36,135,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,52,28,22,26,13,10,6,13,17,12,3,3,10,8,19,47,69,40,25,29,23,18,0,1,0,0,61,0,263533,260743,0,1,2789,1,0,1,20099,46510,19928,0,0,171,46260,0,0,250,0,0,20099,0,0,46510,4498,10446,0,1,50600,0
