Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.592,1.2,1.9
2,1.0098,0.5,1.65
3,0.8475,0.4,1.4
4,0.5536,0.25,0.95
5,0.3422,0.05,0.65
6,0.5716,0.25,0.95
7,0.1507,0,0.3
8,0.4502,0.25,0.7
9,0.1544,0,0.3
10,0.3077,0.1,0.6
11,0.1063,0,0.25
12,0,0,0
13,0.2574,0.05,0.5
14,0.5343,0.25,0.9
15,0.3961,0.15,0.65
16,0.3496,0.1,0.65
17,0.6042,0.25,1
18,1.0205,0.5,1.6
19,0.7683,0.35,1.2
20,1.3576,0.6,2.25
21,2.004,1,3.2
22,1.6329,1,2.3
23,2.2615,1.45,3.25
24,3.241,2.1,4.65
25,2.4387,1.4,3.7
26,3.4212,2.45,4.35
27,1.3622,0.85,1.9
28,0.7951,0.35,1.2
29,1.0902,0.5,1.8
30,0.9146,0.55,1.35
31,0.8699,0.4,1.4
32,0.3004,0.1,0.55
33,0.3991,0.15,0.65
34,0.9418,0.6,1.3
35,0.7032,0.35,1.1
36,1.4018,0.95,1.9
37,1.6644,1.05,2.25
38,1.7268,1.05,2.5
39,2.22,1.3,3.3
40,2.5022,1.3,4
41,2.3669,1.35,3.4
42,3.2049,1.95,4.55
43,2.9679,1.6,4.55
44,3.0092,1.5,4.4
45,2.6115,1.6,3.7
46,3.4665,2,4.95
47,2.8961,1.7,4.1
48,3.7221,2.25,5.25
49,3.0086,1.85,4.25
50,2.9239,1.6,4.5
51,3.0754,1.85,4.55
52,3.1565,1.95,4.55
53,3.3477,2.1,4.65
54,2.9018,1.9,4
55,4.4885,2.9,6.3
56,3.4112,1.8,5.3
57,3.7946,2.6,5.1
58,4.4952,3.05,5.95
59,4.4042,2.7,6.15
60,5.6417,3.6,7.65
61,4.9914,3,7.15
62,5.5332,3.25,7.7
63,5.9892,3.5,8.55
64,6.557,4.1,8.9
65,7.5911,4.9,10.3
66,6.8062,4.05,10.25
67,8.2818,5.05,11.75
68,7.4942,4.75,10.4
69,9.0781,5.8,12.45
70,8.4004,5.35,11.5
71,9.1035,5.55,13.2
72,9.3431,6,12.95
73,10.457,6.6,15.05
74,10.3616,7.05,14.15
75,8.7494,5.55,12.35
76,9.4501,6.75,12.65
77,9.4602,6.4,12.95
78,10.0924,7.4,13.25
79,10.1477,7.1,14.85
80,10.2943,7.1,14.2
81,10.9803,8.1,14.95
82,10.9875,7.55,15.85
83,10.3478,7.15,14.75
84,9.8856,6.6,14.15
85,11.1857,6.85,16.65
