Week,Mean,LowerBound,UpperBound
0,0,0,0
1,169.3689,164.7,174.2
2,182.9111,178.15,186.9
3,159.6739,154.95,165.4
4,174.4836,170.45,178
5,33.0463,30.95,35.5
6,33.8639,31.1,36.75
7,31.4876,28.7,34.4
8,35.7332,34.05,37.45
9,33.8913,31.8,36.25
10,30.4886,28.45,32.65
11,35.6557,34.1,37.45
12,35.9685,32.7,39.05
13,33.6002,31.55,36.4
14,33.4397,31.85,35.1
15,31.2685,28.3,34.25
16,34.589,31.4,38.5
17,36.3581,34.05,38.2
18,33.0552,31.15,35.1
19,34.3826,32.15,36.65
20,34.7895,31.65,38.3
21,33.3295,31.3,35.35
22,32.841,30.7,35.25
23,31.7112,29.15,34.2
24,31.4121,29.55,33.05
25,33.4437,31,35.45
26,32.1159,30.25,34.7
27,32.2994,30.8,33.8
28,35.1798,32.85,37.3
29,32.5485,30.8,34.35
30,34.7461,32.65,36.75
31,30.1607,27.9,32.15
32,30.7543,28.1,33.75
33,30.375,28.1,32.35
34,33.1258,31.25,34.95
35,32.6872,29.75,35.65
36,32.776,30.6,34.8
37,30.6005,28.65,32.55
38,30.2154,27.9,32.55
39,30.7357,28.3,33.1
40,33.6844,31.9,35.65
41,32.0223,30.15,33.95
42,30.7197,28.7,32.6
43,28.9874,27.1,30.9
44,36.284,33.8,38.95
45,31.0416,29.35,32.6
46,34.4211,31.8,37.35
47,28.7436,26.5,31.05
48,32.6876,30.4,35.15
49,30.0803,28.05,32.2
50,30.1583,28.1,32
51,31.1874,28.45,33.7
52,32.3004,30.3,34.5
53,32.82,30.3,35.55
54,29.9667,28,32.05
55,30.768,28.15,33.25
56,32.555,29.85,35.3
57,30.9161,29.3,32.55
58,32.0253,30.65,33.25
59,30.9701,28.7,33.25
60,34.1459,31.9,36.6
61,33.4068,30.35,36.45
62,30.3628,28.7,31.95
63,30.1129,28.1,32.25
64,30.3529,28.7,32
65,34.965,32.25,37.35
66,29.2753,27.9,30.8
67,33.5308,31.2,35.85
68,32.9264,29.9,36.3
69,33.2115,31.25,35.4
70,34.3206,30.7,38.6
71,31.7434,29.55,34.1
72,34.4568,32.7,36.05
73,35.5021,32.3,38.55
74,32.9333,30.05,36.05
75,32.4295,29.8,34.9
76,32.1433,30,34.25
77,32.4825,31.1,34.1
78,31.9808,29.5,34.65
79,32.7642,30.75,35.65
80,27.5352,26.05,29.1
81,31.3175,29.65,33.2
82,31.1014,28.85,33.35
83,30.7714,28.25,33.55
84,26.08,23,29.3
85,32.8198,30.65,34.85
