Week,Mean,LowerBound,UpperBound
0,0,0,0
1,1.7457,1.55,1.9
2,2.6532,2.25,3.05
3,3.3934,2.85,3.85
4,3.8372,3.1,4.5
5,4.4736,3.5,5.45
6,4.922,3.95,5.95
7,5.4725,4.45,6.55
8,6.2183,4.85,7.55
9,6.9328,5.45,8.45
10,7.536,6.15,8.95
11,7.7841,6.3,9.4
12,7.9332,6.55,9.45
13,8.3777,6.9,10.1
14,9.3261,7.6,11.3
15,10.5694,8.5,12.9
16,11.5097,9.45,13.85
17,12.0146,10,14.25
18,12.5104,10.35,14.8
19,12.6526,10.5,15.05
20,12.8993,10.65,15.4
21,13.7947,11.6,16.25
22,14.7475,12.5,16.95
23,15.6561,13.5,17.9
24,16.649,14.55,18.95
25,17.8057,15.6,20.15
26,19.5554,17.5,21.8
27,20.6112,18.35,23.05
28,22.5707,20.1,25.3
29,24.5707,21.9,27.3
30,25.8253,23,28.9
31,26.786,23.8,29.95
32,28.1698,25.6,30.7
33,31.2007,28.6,33.95
34,35.3355,32.85,37.95
35,38.0923,35.5,40.5
36,39.5901,36.9,42.1
37,41.1969,38.45,43.95
38,42.1408,39,45.05
39,43.0289,39.7,46.3
40,44.3667,40.95,48
41,45.2186,41.6,49.1
42,46.3138,42.55,50.5
43,46.9254,43.1,51.3
44,47.1765,43.3,51.55
45,47.677,43.55,52.25
46,48.8064,44.9,53.4
47,49.4512,45.35,54.3
48,49.9977,45.85,54.95
49,50.3459,46.1,55.5
50,50.5465,46.2,55.75
51,50.9951,46.65,56.15
52,51.4144,47.2,56.8
53,52.0712,47.75,57.35
54,53.4942,49.05,58.5
55,54.4903,50.3,59.5
56,55.3452,50.85,60.5
57,55.7084,51.25,60.8
58,56.7377,51.95,62.35
59,57.3858,52.45,62.9
60,57.726,52.7,63.3
61,59.2268,54.05,65
62,60.7041,55.4,66.65
63,62.0156,56.7,67.9
64,63.4521,58.25,69.15
65,64.4882,59.15,70.5
66,65.5276,60.2,71.7
67,67.1752,61.55,73.35
68,67.9661,61.9,74.3
69,68.8589,62.85,75.2
70,70.044,64.1,76.35
71,71.2359,65.15,77.6
72,71.8843,65.7,78.15
73,72.1805,66.15,78.45
74,72.6219,66.5,79
75,72.7199,66.55,79.15
76,72.8191,66.65,79.25
77,72.9183,66.65,79.35
78,72.9183,66.65,79.35
79,73.2656,66.85,79.85
80,73.2656,66.85,79.85
81,73.2656,66.85,79.85
82,73.2656,66.85,79.85
83,73.2656,66.85,79.85
84,73.2656,66.85,79.85
85,73.2656,66.85,79.85
