Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,1.2,0.2,0,0,0.75,0,0.2,0.85,0.35,0,0.35,0.5,0,0.05,0.3,93.15,169.45,262.6,20.3,0.05,1.5,1.55,0.55,0.05,0.5,0,0.05,0.5,0.05,1.5,0,0,1.05,0.5,0,0,13.25,37.55,42.35,26.8,18.05,18.8,17.15,12.35,15.4,79.35,74.7,39.9,34.65,39.05,28.9,26.95,28.65,116.9,117.05,66.7,52.7,57.85,46.05,39.3,0.7,2.5,0,1.1,70.95,0,263331.05,260551.35,0.5,4.2,2775,3.15,0,3.15,19483.55,45682.6,19313.5,0,0.1,169.95,45433.5,0,0.8,248.3,0,0,19483.55,0,0,45682.6,4322.45,10189.85,1.9,0.35,50323.25,0.6
2,80,1.15,0.28,0.28,0,0.65,0,0.1,0.65,0.5,0,0.7,0.25,0.1,0.05,0.05,98.2,183.7,281.9,21.45,0,0.8,0.8,0.8,0.2,0.6,0,0.35,0.45,0.2,0.6,0,0,0.35,0.4,0.05,0,11.95,42.95,43.3,26.05,24.9,19.8,15.1,12.35,23.85,74.45,85.4,48.65,41.5,42.2,25.4,25.95,35.8,117.4,128.7,74.7,66.4,62,40.5,38.3,1.1,2.2,0,0.35,68.2,0,263342.85,260562.4,0.55,3.1,2776.8,1.85,0,1.85,19394.65,45856.85,19224.8,0,0.1,169.75,45607.65,0.1,0.25,248.85,0,0,19394.65,0,0,45856.85,4303.4,10236.35,0.9,0.15,50341.45,0.75
3,80,1.3,0.29,0.36,0,0.4,0.15,0.15,1.2,0.1,0,0.45,0.25,0.1,0.35,0.15,96.85,161.25,258.1,23,0,0.8,0.8,0.5,0.45,0.05,0,0.4,0.1,0.45,0.35,0,0.65,0.05,0.05,0.05,0,11.2,41.55,44.1,28.15,22.95,20,15.25,10.5,20.55,68.2,72.5,38.3,39.45,32.25,30.7,20.55,31.75,109.75,116.6,66.45,62.4,52.25,45.95,31.05,1.45,1.65,0,0.3,66.65,0,263356.2,260573.7,0.4,3.9,2778.2,2.15,0,2.15,19327.05,46008.55,19157.05,0,0.25,169.75,45759.25,0,0.4,248.9,0,0,19327.05,0,0,46008.55,4292,10275.05,0.4,0,50358.5,0.9
4,80,2.65,0.63,1.06,0,1.45,0.25,0.35,2.45,0.2,0,0.45,1.2,0.55,0.1,0.35,88.8,168.85,257.65,18.7,0.05,1.45,1.5,0.45,0.45,0,0,0.1,0.35,1.35,0.15,0,0.15,0.55,0.15,0.35,0.3,9.35,38.85,40.6,22.2,21,17.25,16.2,12.15,22.15,80.5,66.2,42.45,44.25,35.8,26.9,19.45,31.5,119.35,106.8,64.65,65.25,53.05,43.1,31.6,2.1,1.9,0,0.65,66.7,0,263369.5,260585.25,0.95,4.1,2779.2,1.9,0.05,1.85,19243,46169.6,19072.75,0.05,0.5,169.7,45919.95,0.15,0.45,249.05,0,0,19243,0,0,46169.6,4275.95,10316.45,0.75,0,50376.85,0.65
5,80,3.45,0.69,0.63,0,1.85,0.3,0.35,3,0.45,0,1.1,1.3,0.55,0.2,0.3,93.65,32.6,126.25,20.35,0,2,2,0.95,0.8,0.15,0,0.75,0.2,1.7,0.3,0,0.6,0.8,0.4,0,0.2,10.2,40.05,43.4,25.65,23.15,19.9,13.65,11.3,5,12.5,15.1,10.45,6.75,6.25,5.1,4.05,15.2,52.55,58.5,36.1,29.9,26.15,18.75,15.35,3,2.5,0,1.15,67.3,0,263382.2,260592.9,1.4,6.6,2781.3,3.45,0.05,3.4,19301.25,46191.65,19130.6,0.15,0.65,169.85,45941.15,0.05,1.1,249.35,0,0,19301.25,0,0,46191.65,4290.35,10327.85,1.3,0,50393.45,1.15
6,80,1.85,0.27,0.51,0,1.1,0.1,0.65,1.8,0.05,0,0.25,0.95,0.25,0.05,0.35,93.7,33.25,126.95,22.2,0,2.65,2.65,1.55,1.3,0.25,0,1.25,0.3,2.35,0.3,0,0.75,1.3,0.45,0.05,0.1,9.3,43.55,40.85,24.85,22.55,18.5,15.75,12.05,3.6,14.65,15,9,9,7.35,4.2,3.7,12.9,58.2,55.85,33.85,31.55,25.85,19.95,15.75,2.35,2.6,0,1.35,68.1,0,263394.1,260603,0.9,6.35,2783.85,3.5,0,3.5,19358.35,46217.1,19187.6,0.15,0.65,169.95,45965.95,0.2,1.2,249.75,0,0,19358.35,0,0,46217.1,4307.8,10338.8,1.65,0,50410.75,2.05
7,80,3.05,0.34,0.49,0,1.25,0.05,0.7,2.35,0.7,0,1.3,1.1,0.2,0.1,0.35,99.7,33.2,132.9,19.85,0.8,2.45,3.25,2,2,0,0,1.5,0.5,2.9,0.35,0,0.95,1.4,0.35,0.3,0.25,11.15,43.6,44.95,26.75,23.6,19.2,17.55,12.6,2.7,14.95,15.55,10.45,7.45,6.45,6.1,2.75,13.85,58.55,60.5,37.2,31.05,25.65,23.65,15.35,2.8,3.65,0.1,1.55,66.95,0,263407.15,260611.6,1.05,7.5,2787,5.15,0.05,5.1,19421.6,46241.85,19250.2,0.1,0.9,170.4,45989.5,0.35,1.85,250.15,0,0,19421.6,0,0,46241.85,4321.5,10350.2,1.75,0,50427.8,1.8
8,80,3.3,0.35,0.51,0,1.65,0.4,0.55,3,0.3,0,1.2,1.2,0.4,0.4,0.1,95,34.15,129.15,24.75,0.15,1.7,1.85,0.95,0.85,0.1,0,0.95,0,1.35,0.5,0,0.75,0.65,0.1,0.1,0.25,10.4,42.55,42.05,25.8,23.65,19.1,15.25,11.2,3.15,15.25,15.75,9.2,7.7,6.35,6.2,4.7,13.55,57.8,57.8,35,31.35,25.45,21.45,15.9,3.65,3,0,1.8,66.2,0,263420.95,260621.6,0.7,9.15,2789.5,5.25,0.05,5.2,19479.4,46267.2,19307.45,0.15,1.15,170.65,46014.2,0.15,1.85,251,0,0,19479.4,0,0,46267.2,4340.7,10360.15,2.7,0,50444.55,1.65
9,80,3.4,0.35,0.63,0,1.75,0.3,0.75,3.1,0.3,0,0.7,1.3,0.75,0.35,0.3,94.5,34.7,129.2,21.35,0.55,3.25,3.8,1.7,1.65,0.05,0,1.25,0.45,3.5,0.3,0,0.95,1.45,0.6,0.4,0.4,11.8,40.3,42.4,24.5,25,18.55,15.1,11.35,3.9,16.25,14.55,9.75,8.7,7.45,5,3.8,15.7,56.55,56.95,34.25,33.7,26,20.1,15.15,2.7,3.9,0.2,1.95,63.45,0,263437.5,260635.15,1.2,7.95,2793.2,5.3,0.35,4.95,19534.7,46292.6,19362.25,0.4,1.1,170.95,46038.85,0.25,1.65,251.85,0,0,19534.7,0,0,46292.6,4356.35,10369.7,2.6,0,50463.25,1.6
