Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,2,0.4,0,0,0,0,0,1,1,0,1,0,0,0,1,98,186,284,16,0,2,2,1,0,1,0,0,1,0,2,0,0,1,1,0,0,15,45,38,34,17,19,17,11,13,82,91,53,31,49,25,28,28,127,129,87,48,68,42,39,2,1,0,1,64,0,263338,260558,1,6,2773,4,0,4,19473,45702,19303,0,0,170,45453,0,0,249,0,0,19473,0,0,45702,4317,10193,3,1,50325,1
2,80,1,0.166666666666667,0.166666666666667,0,0,0,0,0,1,0,1,0,0,0,0,99,182,281,19,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,42,44,32,26,17,14,10,26,67,89,52,37,44,25,24,39,109,133,84,63,61,39,34,2,3,0,0,71,0,263347,260566,0,5,2776,2,0,2,19386,45876,19216,0,0,170,45627,0,0,249,0,0,19386,0,0,45876,4300,10232,1,1,50345,0
3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,186,282,19,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,36,51,28,22,20,16,10,21,83,82,45,48,35,37,21,30,119,133,73,70,55,53,31,1,1,0,1,81,1,263346,260564,0,5,2777,2,0,2,19292,46054,19122,0,0,170,45805,0,0,249,0,0,19292,0,0,46054,4282,10277,1,1,50361,0
4,80,1,0.2,0.44,0,1,0,0,1,0,0,1,0,0,0,0,91,178,269,17,0,3,3,0,0,0,0,0,0,1,2,0,2,0,0,0,1,13,41,37,25,27,18,10,11,25,74,79,40,47,48,28,15,38,115,116,65,74,66,38,26,1,2,0,0,58,0,263368,260585,0,4,2779,3,0,3,19201,46225,19031,0,0,170,45976,0,0,249,0,0,19201,0,0,46225,4266,10317,1,1,50379,0
5,80,2,0.5,1.25,0,2,0,0,2,0,0,0,2,0,0,0,83,39,122,8,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,6,34,43,26,19,18,12,8,5,20,14,15,4,8,7,5,11,54,57,41,23,26,19,13,4,2,0,1,57,0,263391,260604,0,6,2781,2,0,2,19238,46256,19068,0,0,170,46006,0,1,249,0,0,19238,0,0,46256,4272,10324,1,0,50395,1
6,80,1,0.166666666666667,0.25,0,1,0,1,1,0,0,0,0,0,1,0,90,37,127,14,0,3,3,2,2,0,0,2,0,2,1,0,1,1,0,1,0,7,39,44,27,18,21,14,10,4,17,16,13,12,6,4,2,11,56,60,40,30,27,18,12,0,4,0,0,74,0,263397,260610,1,2,2784,2,0,2,19284,46281,19114,0,0,170,46030,1,0,250,0,0,19284,0,0,46281,4285,10332,0,0,50412,1
7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,24,121,19,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,4,39,54,27,15,22,18,15,0,9,15,4,3,8,5,4,4,48,69,31,18,30,23,19,3,2,0,0,85,0,263392,260603,0,3,2786,1,0,1,19351,46297,19181,0,0,170,46045,0,2,250,0,0,19351,0,0,46297,4303,10336,0,0,50430,1
8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,35,138,26,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,11,38,54,30,21,21,20,11,4,12,19,12,9,5,5,4,15,50,73,42,30,26,25,15,1,0,0,0,63,0,263409,260620,0,4,2785,3,0,3,19417,46326,19247,0,0,170,46074,0,2,250,0,0,19417,0,0,46326,4325,10352,0,0,50443,1
9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,27,118,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,35,33,22,18,11,7,6,11,10,5,8,4,6,4,14,59,45,38,30,22,17,11,0,2,0,0,67,0,263422,260633,0,2,2787,1,0,1,19477,46346,19307,0,0,170,46094,0,1,251,0,0,19477,0,0,46346,4344,10358,0,0,50463,0
10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,30,118,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,31,26,20,18,17,7,4,13,13,7,9,7,2,5,21,53,44,33,29,25,19,12,0,2,0,0,81,0,263421,260634,0,0,2787,0,0,0,19524,46366,19354,0,0,170,46114,0,0,252,0,0,19524,0,0,46366,4349,10364,0,0,50474,0
11,80,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,100,48,148,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,44,27,28,25,11,9,1,18,29,13,5,14,8,8,12,63,73,40,33,39,19,17,0,0,0,0,64,0,263437,260650,0,0,2787,0,0,0,19570,46404,19400,0,0,170,46152,0,0,252,0,0,19570,0,0,46404,4359,10381,0,0,50493,0
12,80,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,97,40,137,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,44,22,24,24,20,7,3,15,22,12,4,8,10,6,13,58,66,34,28,32,30,13,2,0,0,0,60,0,263457,260668,0,2,2787,0,0,0,19621,46437,19451,0,0,170,46185,0,0,252,0,0,19621,0,0,46437,4364,10401,0,0,50515,0
13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,34,139,27,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,10,43,52,31,18,24,21,11,4,15,15,15,6,8,5,0,14,58,67,46,24,32,26,11,2,0,0,0,63,2,263474,260683,0,4,2787,2,0,2,19688,46465,19517,0,1,170,46213,0,0,252,0,0,19688,0,0,46465,4386,10417,0,2,50533,0
14,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,115,20,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,36,30,17,15,14,17,14,10,23,5,12,10,6,4,6,21,59,35,29,25,20,21,20,0,0,0,1,55,1,263499,260708,0,4,2787,3,0,3,19723,46495,19552,0,1,170,46243,0,0,252,0,0,19723,0,0,46495,4402,10429,1,3,50554,0
15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,32,117,25,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,28,48,24,25,12,14,10,5,11,16,8,8,7,5,4,14,39,64,32,33,19,19,14,1,2,0,1,74,1,263505,260714,0,3,2788,2,0,2,19772,46517,19601,0,1,170,46265,0,0,252,0,0,19772,0,0,46517,4421,10437,1,2,50572,0
16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,28,124,20,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,38,47,28,27,17,10,14,4,13,11,8,9,6,4,1,15,51,58,36,36,23,14,15,0,2,0,0,70,0,263515,260723,1,1,2790,1,0,1,19838,46539,19667,0,1,170,46287,0,0,252,0,0,19838,0,0,46539,4437,10446,1,1,50585,0
17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,35,123,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,39,32,19,14,15,8,2,18,15,12,10,8,4,1,9,60,54,44,29,22,19,9,1,0,0,0,64,0,263531,260739,0,2,2790,1,0,1,19887,46569,19716,0,1,170,46317,0,0,252,0,0,19887,0,0,46569,4444,10459,1,1,50605,0
18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,26,113,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,35,20,23,16,16,12,5,10,11,6,3,4,7,6,17,50,46,26,26,20,23,18,0,1,0,0,82,0,263529,260737,0,1,2791,1,0,1,19942,46588,19771,0,1,170,46336,0,0,252,0,0,19942,0,0,46588,4459,10472,1,1,50619,0
19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,29,114,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,39,33,13,14,11,14,6,10,13,5,7,4,7,6,17,45,52,38,20,18,18,20,0,1,0,0,71,0,263538,260746,0,0,2792,0,0,0,19994,46608,19823,0,0,171,46356,0,0,252,0,0,19994,0,0,46608,4464,10488,0,0,50635,0
20,80,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,79,35,114,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,45,26,20,14,8,11,3,12,20,7,12,5,3,8,9,40,65,33,32,19,11,19,3,0,0,0,69,0,263549,260754,0,3,2792,0,0,0,20034,46633,19863,0,0,171,46380,0,1,252,0,0,20034,0,0,46633,4471,10496,0,0,50649,0
