Week,Mean,LowerBound,UpperBound
0,0,0,0
1,0,0,0
2,0.196,0.05,0.35
3,0,0,0
4,0.1527,0,0.35
5,0.1007,0,0.25
6,0.2509,0.05,0.45
7,0.2973,0.05,0.6
8,0.6124,0.3,0.95
9,0.2462,0.1,0.45
10,0.0495999999999999,0,0.15
11,0,0,0
12,0,0,0
13,0.4083,0.15,0.65
14,0.2563,0.1,0.45
15,0.2038,0.05,0.4
16,0.3008,0.1,0.5
17,0.2005,0.05,0.4
18,0.0985,0,0.25
19,0.1451,0,0.3
20,0.1008,0,0.25
21,0.6386,0.3,1
22,0.3525,0.1,0.65
23,0.8537,0.6,1.1
24,0.4543,0.15,0.75
25,0.5077,0.2,0.9
26,0.1455,0,0.35
27,0.3488,0.1,0.6
28,0.4489,0.25,0.65
29,0.7504,0.45,1.1
30,0.5027,0.3,0.7
31,0.1517,0,0.3
32,0.1454,0,0.35
33,0.6559,0.35,0.95
34,0.7553,0.4,1.15
35,0.5415,0.25,0.8
36,0.4055,0.2,0.65
37,0.1056,0,0.25
38,0.3625,0.1,0.65
39,0,0,0
40,0.1545,0,0.35
41,0.0516,0,0.15
42,0.2532,0.05,0.45
43,0.2993,0.1,0.5
44,0.205,0.05,0.4
45,0,0,0
46,0.045,0,0.15
47,0.5492,0.35,0.75
48,0.0983999999999999,0,0.3
49,0,0,0
50,0,0,0
51,0.2535,0.1,0.45
52,0.141,0,0.3
53,0.2992,0.1,0.5
54,0.3528,0.15,0.6
55,0.4525,0.2,0.7
56,0.0508999999999999,0,0.15
57,0,0,0
58,0.7461,0.4,1.1
59,0.0516,0,0.15
60,0.1479,0,0.3
61,0.6051,0.35,0.9
62,0.3073,0.1,0.5
63,0.2044,0.05,0.4
64,0.2476,0.1,0.45
65,0.4023,0.2,0.6
66,0.3929,0.2,0.65
67,0.0516,0,0.15
68,0.0516,0,0.15
69,0.406,0.2,0.65
70,0.1008,0,0.25
71,0.1948,0.05,0.35
72,0.2499,0.05,0.45
73,0.1056,0,0.25
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
